name	* info	* tier	type	type2	code	alternateGfx	namestr	version	compactsave	rarity	spawnable	mindam	maxdam	1or2handed	2handed	2handmindam	2handmaxdam	minmisdam	maxmisdam		rangeadder	speed	StrBonus	DexBonus	reqstr	reqdex	durability	nodurability	level	levelreq	cost	gamble cost	magic lvl	auto prefix	OpenBetaGfx	normcode	ubercode	ultracode	wclass	2handedwclass	component	hit class	invwidth	invheight	stackable	minstack	maxstack	spawnstack	flippyfile	invfile	uniqueinvfile	setinvfile	hasinv	gemsockets	gemapplytype	special	useable	dropsound	dropsfxframe	usesound	unique	transparent	transtbl	quivered	lightradius	belt	quest	questdiffcheck	missiletype	durwarning	qntwarning	gemoffset	bitfield1	CharsiMin	CharsiMax	CharsiMagicMin	CharsiMagicMax	CharsiMagicLvl	GheedMin	GheedMax	GheedMagicMin	GheedMagicMax	GheedMagicLvl	AkaraMin	AkaraMax	AkaraMagicMin	AkaraMagicMax	AkaraMagicLvl	FaraMin	FaraMax	FaraMagicMin	FaraMagicMax	FaraMagicLvl	LysanderMin	LysanderMax	LysanderMagicMin	LysanderMagicMax	LysanderMagicLvl	DrognanMin	DrognanMax	DrognanMagicMin	DrognanMagicMax	DrognanMagicLvl	HraltiMin	HraltiMax	HraltiMagicMin	HraltiMagicMax	HratliMagicLvl	AlkorMin	AlkorMax	AlkorMagicMin	AlkorMagicMax	AlkorMagicLvl	OrmusMin	OrmusMax	OrmusMagicMin	OrmusMagicMax	OrmusMagicLvl	ElzixMin	ElzixMax	ElzixMagicMin	ElzixMagicMax	ElzixMagicLvl	AshearaMin	AshearaMax	AshearaMagicMin	AshearaMagicMax	AshearaMagicLvl	CainMin	CainMax	CainMagicMin	CainMagicMax	CainMagicLvl	HalbuMin	HalbuMax	HalbuMagicMin	HalbuMagicMax	HalbuMagicLvl	JamellaMin	JamellaMax	JamellaMagicMin	JamellaMagicMax	JamellaMagicLvl	LarzukMin	LarzukMax	LarzukMagicMin	LarzukMagicMax	LarzukMagicLvl	DrehyaMin	DrehyaMax	DrehyaMagicMin	DrehyaMagicMax	DrehyaMagicLvl	MalahMin	MalahMax	MalahMagicMin	MalahMagicMax	MalahMagicLvl	Source Art	Game Art	Transform	InvTrans	SkipName	NightmareUpgrade	HellUpgrade	Nameable	PermStoreItem
l11 	Yew Wand (1)	1	wand	tier	l11 	ywn 	l11			20	1	9	12									-10		10		6	36		12	1	150			401	wnd	l11 	l11 	l11 	1hs 	1hs 	5	1hss	1	2					flpywn	invywn			1	1		magically charged		so247	12	so247			5	0						7			5					255					255	1	2	1	1	1					255					255	1	2	1	1	1					255					255	1	2	1	1	1					255					255					255					20				1	20					255					255					255			5	8		xxx 	xxx 	1	
l23 	Yew Wand (4)	4	wand	tier	l23 	ywn 	l23			20	1	19	26									-10		10		25	36		38	15	4708			402	wnd	l23 	l23 	l23 	1hs 	1hs 	5	1hss	1	2					flpywn	invywn			1	2		magically charged		so247	12	so247			5	0						7			5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8		xxx 	xxx 	1	
l31 	Yew Wand (6)	6	wand	tier	l31 	ywn 	l31			20	1	27	36									-10		10		51	36		65	24	12268			402	wnd	l31 	l31 	l31 	1hs 	1hs 	5	1hss	1	2					flpywn	invywn			1	2		magically charged		so247	12	so247			5	0						7			5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8		xxx 	xxx 	1	
70@ 	Yew Wand (Sacred)	Sacred	qwnd		70@ 	ywn 	70@			2	1	72	76									-10		10		168	36		78	30	12268			402	wnd	70@ 	70@ 	70@ 	1hs 	1hs 	5	1hss	1	2					flpywn	invywn			1	2		magically charged		so247	12	so247			5	0						7			5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8		xxx 	xxx 	1	
!01 	Naginata (1)	1	nagi	tier	!01 	hal 	!01			4	1				1	31	34				4	-100		40		58	88		27	3	288			402	hal	!01 	!01 	!01 	stf 	stf 	5	2hsl	2	4					flpwsc	invwsc			1	2		2 square reach		so250	12	so250			5	0						7			3					255					255					255					255					255					255	1	1		1	20					255					255					255					255					255	1	1	1	1	20					255					255					255					255			2	2		xxx 	xxx 	1	
!04 	Naginata (4)	4	nagi	tier	!04 	hal 	!04			4	1				1	102	104				4	-100		40		194	88		57	18	6289			404	hal	!04 	!04 	!04 	stf 	stf 	5	2hsl	2	4					flpwsc	invwsc			1	4		2 square reach		so250	12	so250			5	0						7			3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2		xxx 	xxx 	1	
!06 	Naginata (6)	6	nagi	tier	!06 	hal 	!06			4	1				1	156	160				4	-100		40		382	88		88	28	14902			406	hal	!06 	!06 	!06 	stf 	stf 	5	2hsl	2	4					flpwsc	invwsc			1	6		2 square reach		so250	12	so250			5	0						7			3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2		xxx 	xxx 	1	
!07 	Naginata (Sacred)	Sacred	snag		!07 	hal 	!07			1	1				1	168	200				4	-100		40		558	88		90	30	14902			406	hal	!07 	!07 	!07 	stf 	stf 	5	2hsl	2	4					flpwsc	invwsc			1	6		2 square reach		so250	12	so250			5	0						7			3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2		xxx 	xxx 	1	
!08 	Raptor Scythe (1)	1	nscy	tier	!08 	scy 	!08			4	1				1	9	20				3	-40	40				26		6		183			402	hal	!08 	!08 	!08 	stf 	stf 	5	2hsl	2	4					flpscy	inv9s8u			1	2		2 square reach		so250	12	so250			5	0						7			3		1		1	1					255					255		1		1	1					255					255					255					255					255		1		1	1		1		1	1		1		1	1					255					255					255					255					255			2	2		xxx 	xxx 	1	
!11 	Raptor Scythe (4)	4	nscy	tier	!11 	scy 	!11			4	1				1	32	42				3	-40	40		48		26		34	14	4002			404	hal	!11 	!11 	!11 	stf 	stf 	5	2hsl	2	4					flpscy	inv9s8u			1	4		2 square reach		so250	12	so250			5	0						7			3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2		xxx 	xxx 	1	
!13 	Raptor Scythe (6)	6	nscy	tier	!13 	scy 	!13			4	1				1	49	64				3	-40	40		114		26		60	25	9483			406	hal	!13 	!13 	!13 	stf 	stf 	5	2hsl	2	4					flpscy	inv9s8u			1	6		2 square reach		so250	12	so250			5	0						7			3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2		xxx 	xxx 	1	
!14 	Raptor Scythe (Sacred)	Sacred	snsy		!14 	scy 	!14			1	1				1	153	160				3	-40	40		414		26		79	30	9483			406	hal	!14 	!14 	!14 	stf 	stf 	5	2hsl	2	4					flpscy	inv9s8u			1	6		2 square reach		so250	12	so250			5	0						7			3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2		xxx 	xxx 	1	
!15 	Bonesplitter (1)	1	nscy	tier	!15 	scy 	!15			4	1				1	8	40				4	-10	40		53		96		27	3	288			402	hal	!15 	!15 	!15 	stf 	stf 	5	2hsl	2	4					flpscy	invscyu			1	2		2 square reach		so250	12	so250			5	0						7			3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2		xxx 	xxx 	1	
!18 	Bonesplitter (4)	4	nscy	tier	!18 	scy 	!18			4	1				1	30	96				4	-10	40		178		96		57	18	6289			404	hal	!18 	!18 	!18 	stf 	stf 	5	2hsl	2	4					flpscy	invscyu			1	4		2 square reach		so250	12	so250			5	0						7			3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2		xxx 	xxx 	1	
!20 	Bonesplitter (6)	6	nscy	tier	!20 	scy 	!20			4	1				1	46	140				4	-10	40		350		96		88	28	14902			406	hal	!20 	!20 	!20 	stf 	stf 	5	2hsl	2	4					flpscy	invscyu			1	6		2 square reach		so250	12	so250			5	0						7			3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2		xxx 	xxx 	1	
!21 	Bonesplitter (Sacred)	Sacred	snsy		!21 	scy 	!21			1	1				1	164	168				4	-10	40		512		96		90	30	14902			406	hal	!21 	!21 	!21 	stf 	stf 	5	2hsl	2	4					flpscy	invscyu			1	6		2 square reach		so250	12	so250			5	0						7			3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2		xxx 	xxx 	1	
!22 	Mammen Axe (1)	1	baxe	tier	!22 	axe 	!22			4	1	9	14									-50	30				24		4		112			401	axe	!22 	!22 	!22 	1hs 	1hs 	5	1hsl	1	3					flpaxe	invhaxu			1	1				so246	12	so246			5	0						7			3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2		xxx 	xxx 	1	
!25 	Mammen Axe (4)	4	baxe	tier	!25 	axe 	!25			4	1	29	30									-50	30		52		24		26	15	4369			402	axe	!25 	!25 	!25 	1hs 	1hs 	5	1hsl	1	3					flpaxe	invhaxu			1	2				so246	12	so246			5	0						7			3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2		xxx 	xxx 	1	
!27 	Mammen Axe (6)	6	baxe	tier	!27 	axe 	!27			4	1	45	46									-50	30		124		24		61	25	11833			403	axe	!27 	!27 	!27 	1hs 	1hs 	5	1hsl	1	3					flpaxe	invhaxu			1	3				so246	12	so246			5	0						7			3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2		xxx 	xxx 	1	
!28 	Mammen Axe (Sacred)	Sacred	sbax		!28 	axe 	!28			1	1	68	94									-50	30		452		24		80	30	11833			403	axe	!28 	!28 	!28 	1hs 	1hs 	5	1hsl	1	3					flpaxe	invhaxu			1	3				so246	12	so246			5	0						7			3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2		xxx 	xxx 	1	
19@ 	Hammerhead Axe (1)	1	baxe	tier	19@ 	hax 	19@			4	1	24	30								2		30		93		85		26	6	745			402	hax	19@ 	19@ 	19@ 	1hs 	1hs 	5	1hsl	2	3					flpwax	invaxeu			1	2				so246	12	so246			5	0						7			3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2		xxx 	xxx 	1	
!31 	Hammerhead Axe (4)	4	baxe	tier	!31 	hax 	!31			4	1	56	67								2		30		276		85		56	21	8296			404	hax	!31 	!31 	!31 	1hs 	1hs 	5	1hsl	2	3					flpwax	invaxeu			1	4				so246	12	so246			5	0						7			3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2		xxx 	xxx 	1	
!33 	Hammerhead Axe (6)	6	baxe	tier	!33 	hax 	!33			4	1	82	98								2		30		529		85		88	30	16762			406	hax	!33 	!33 	!33 	1hs 	1hs 	5	1hsl	2	3					flpwax	invaxeu			1	6				so246	12	so246			5	0						7			3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2		xxx 	xxx 	1	
!34 	Hammerhead Axe (Sacred)	Sacred	sbax		!34 	hax 	!34			1	1	101	109								2		30		586		85		90	30	16762			406	hax	!34 	!34 	!34 	1hs 	1hs 	5	1hsl	2	3					flpwax	invaxeu			1	6				so246	12	so246			5	0						7			3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2		xxx 	xxx 	1	
!35 	Ono (1)	1	2hbx	tier	!35 	lax 	!35			4	1				1	15	20				1		40		21		30		12		112			402	lax	!35 	!35 	!35 	stf 	stf 	5	2hsl	2	3					flplax	inv9btu			1	2				so229	12	so229			5	0						7			3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2		xxx 	xxx 	1	
!38 	Ono (4)	4	2hbx	tier	!38 	lax 	!38			4	1				1	37	42				1		40		103		30		38	15	4177			404	lax	!38 	!38 	!38 	stf 	stf 	5	2hsl	2	3					flplax	inv9btu			1	4				so229	12	so229			5	0						7			3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2		xxx 	xxx 	1	
!40 	Ono (6)	6	2hbx	tier	!40 	lax 	!40			4	1				1	58	66				1		40		216		30		65	25	11833			406	lax	!40 	!40 	!40 	stf 	stf 	5	2hsl	2	3					flplax	inv9btu			1	6				so229	12	so229			5	0						7			3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2		xxx 	xxx 	1	
!41 	Ono (Sacred)	Sacred	s2hx		!41 	lax 	!41			1	1				1	134	138				1		40		489		30		80	30	11833			406	lax	!41 	!41 	!41 	stf 	stf 	5	2hsl	2	3					flplax	inv9btu			1	6				so229	12	so229			5	0						7			3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2		xxx 	xxx 	1	
!42 	Valaska (1)	1	2hbx	tier	!42 	btx 	!42			4	1				1	32	43				2	10	40		89		91		25	3	376			402	lax	!42 	!42 	!42 	stf 	stf 	5	2hsl	2	3					flpbtx	invbtxu			1	2				so229	12	so229			5	0						7			3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2		xxx 	xxx 	1	
!45 	Valaska (4)	4	2hbx	tier	!45 	btx 	!45			4	1				1	81	104				2	10	40		265		91		48	19	6765			404	lax	!45 	!45 	!45 	stf 	stf 	5	2hsl	2	3					flpbtx	invbtxu			1	4				so229	12	so229			5	0						7			3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2		xxx 	xxx 	1	
!47 	Valaska (6)	6	2hbx	tier	!47 	btx 	!47			4	1				1	118	152				2	10	40		509		91		84	29	15633			406	lax	!47 	!47 	!47 	stf 	stf 	5	2hsl	2	3					flpbtx	invbtxu			1	6				so229	12	so229			5	0						7			3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2		xxx 	xxx 	1	
!48 	Valaska (Sacred)	Sacred	s2hx		!48 	btx 	!48			1	1				1	168	176				2	10	40		578		91		90	30	15633			406	lax	!48 	!48 	!48 	stf 	stf 	5	2hsl	2	3					flpbtx	invbtxu			1	6				so229	12	so229			5	0						7			3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2		xxx 	xxx 	1	
!49 	Labrys (1)	1	2hbx	tier	!49 	gix 	!49			4	1				1	40	46				3	-20	40		127		101		27	6	745			402	lax	!49 	!49 	!49 	stf 	stf 	5	2hsl	2	4					flpgax	invgaxu			1	2				so229	12	so229			5	0						7			3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2		xxx 	xxx 	1	
!52 	Labrys (4)	4	2hbx	tier	!52 	gix 	!52			4	1				1	100	107				3	-20	40		366		101		57	20	8296			404	lax	!52 	!52 	!52 	stf 	stf 	5	2hsl	2	4					flpgax	invgaxu			1	4				so229	12	so229			5	0						7			3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2		xxx 	xxx 	1	
!54 	Labrys (6)	6	2hbx	tier	!54 	gix 	!54			4	1				1	133	165				3	-20	40		696		101		88	30	16761			406	lax	!54 	!54 	!54 	stf 	stf 	5	2hsl	2	4					flpgax	invgaxu			1	6				so229	12	so229			5	0						7			3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2		xxx 	xxx 	1	
!55 	Labrys (Sacred)	Sacred	s2hx		!55 	gix 	!55			1	1				1	179	182				3	-20	40		706		101		90	30	16761			406	lax	!55 	!55 	!55 	stf 	stf 	5	2hsl	2	4					flpgax	invgaxu			1	6				so229	12	so229			5	0						7			3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2		xxx 	xxx 	1	
!56 	Flamen Staff (1)	1	dstf	tier	!56 	cst 	!56			4	1				1	13	15				1	20	10		18		77		26	2	217			402	bst	!56 	!56 	!56 	stf 	stf 	5	staf	1	4					flpcst	invcstu			1	2		magically charged		so245	12	so245			5	0						7			5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8		xxx 	xxx 	1	
!59 	Flamen Staff (4)	4	dstf	tier	!59 	cst 	!59			4	1				1	36	44				1	20	10		68		77		56	17	5832			403	bst	!59 	!59 	!59 	stf 	stf 	5	staf	1	4					flpcst	invcstu			1	3		magically charged		so245	12	so245			5	0						7			5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8		xxx 	xxx 	1	
!61 	Flamen Staff (6)	6	dstf	tier	!61 	cst 	!61			4	1				1	53	65				1	20	10		138		77		88	27	13840			404	bst	!61 	!61 	!61 	stf 	stf 	5	staf	1	4					flpcst	invcstu			1	4		magically charged		so245	12	so245			5	0						7			5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8		xxx 	xxx 	1	
!62 	Flamen Staff (Sacred)	Sacred	sdst		!62 	cst 	!62			1	1				1	96	102				1	20	10		240		77		86	30	13840			404	bst	!62 	!62 	!62 	stf 	stf 	5	staf	1	4					flpcst	invcstu			1	4		magically charged		so245	12	so245			5	0						7			5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8		xxx 	xxx 	1	
!63 	Marrow Staff (1)	1	nstf	tier	!63 	lst 	!63			4	1				1	17	23				1	50	10		37		106		27	5	673			402	bst	!63 	!63 	!63 	stf 	stf 	5	staf	2	4					flpwst	inv8wsu			1	2		magically charged		so245	12	so245			5	0						7			5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8		xxx 	xxx 	1	
!66 	Marrow Staff (4)	4	nstf	tier	!66 	lst 	!66			4	1				1	40	52				1	50	10		114		106		57	20	8030			404	bst	!66 	!66 	!66 	stf 	stf 	5	staf	2	4					flpwst	inv8wsu			1	4		magically charged		so245	12	so245			5	0						7			5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8		xxx 	xxx 	1	
!68 	Marrow Staff (6)	6	nstf	tier	!68 	lst 	!68			4	1				1	58	76				1	50	10		222		106		88	29	16381			406	bst	!68 	!68 	!68 	stf 	stf 	5	staf	2	4					flpwst	inv8wsu			1	6		magically charged		so245	12	so245			5	0						7			5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8		xxx 	xxx 	1	
!69 	Marrow Staff (Sacred)	Sacred	snst		!69 	lst 	!69			1	1				1	90	98				1	50	10		275		106		90	30	16381			406	bst	!69 	!69 	!69 	stf 	stf 	5	staf	2	4					flpwst	inv8wsu			1	6		magically charged		so245	12	so245			5	0						7			5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8		xxx 	xxx 	1	
!70 	Hexblade (1)	1	nknf	tier	!70 	dir 	!70			4	1	8	11									-30		30		27	15		5	2	189			401	dgr	!70 	!70 	!70 	1ht 	1ht 	5	1ht	1	3					flpkrs	invkrsu			1	1				so244	12	so244			5	0						7			3		1		1	1					255					255		1		1	1					255					255					255					255					255		1		1	1		1		1	1		1		1	1					255					255					255					255					255			1	2		xxx 	xxx 	1	
!73 	Hexblade (4)	4	nknf	tier	!73 	dir 	!73			4	1	18	32									-30		30		113	15		33	17	5610			402	dgr	!73 	!73 	!73 	1ht 	1ht 	5	1ht	1	3					flpkrs	invkrsu			1	2				so244	12	so244			5	0						7			3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2		xxx 	xxx 	1	
!75 	Hexblade (6)	6	nknf	tier	!75 	dir 	!75			4	1	26	48									-30		30		233	15		60	27	13840			402	dgr	!75 	!75 	!75 	1ht 	1ht 	5	1ht	1	3					flpkrs	invkrsu			1	2				so244	12	so244			5	0						7			3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2		xxx 	xxx 	1	
!76 	Hexblade (Sacred)	Sacred	snkf		!76 	dir 	!76			1	1	51	98									-30		30		463	15		86	30	13840			402	dgr	!76 	!76 	!76 	1ht 	1ht 	5	1ht	1	3					flpkrs	invkrsu			1	2				so244	12	so244			5	0						7			3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2		xxx 	xxx 	1	
!77 	Spirit Edge (1)	1	nknf	tier	!77 	dgr 	!77			4	1	10	18											30		67	28		26	5	660			401	dgr	!77 	!77 	!77 	1ht 	1ht 	5	1ht	1	3					flpbld	inv9blu			1	1				so244	12	so244			5	0						7			3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2		xxx 	xxx 	1	
!80 	Spirit Edge (4)	4	nknf	tier	!80 	dgr 	!80			4	1	26	46											30		211	28		56	20	8474			402	dgr	!80 	!80 	!80 	1ht 	1ht 	5	1ht	1	3					flpbld	inv9blu			1	2				so244	12	so244			5	0						7			3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2		xxx 	xxx 	1	
!82 	Spirit Edge (6)	6	nknf	tier	!82 	dgr 	!82			4	1	36	68											30		410	28		88	29	17870			403	dgr	!82 	!82 	!82 	1ht 	1ht 	5	1ht	1	3					flpbld	inv9blu			1	3				so244	12	so244			5	0						7			3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2		xxx 	xxx 	1	
!83 	Spirit Edge (Sacred)	Sacred	snkf		!83 	dgr 	!83			1	1	64	113											30		537	28		90	30	17870			403	dgr	!83 	!83 	!83 	1ht 	1ht 	5	1ht	1	3					flpbld	inv9blu			1	3				so244	12	so244			5	0						7			3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2		xxx 	xxx 	1	
!84 	Holy Lance (1)	1	pspe	tier	!84 	tri 	!84			4	1				1	10	24				3	-20	40		34		52		18	1	145			402	spr	!84 	!84 	!84 	2ht 	2ht 	5	2ht	2	4					flptri	invtriu			1	2		2 square reach		so245	12	so245			5	0						7			3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8		xxx 	xxx 	1	
!87 	Holy Lance (4)	4	pspe	tier	!87 	tri 	!87			4	1				1	29	71				3	-20	40		135		52		45	16	5178			404	spr	!87 	!87 	!87 	2ht 	2ht 	5	2ht	2	4					flptri	invtriu			1	4		2 square reach		so245	12	so245			5	0						7			3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8		xxx 	xxx 	1	
!89 	Holy Lance (6)	6	pspe	tier	!89 	tri 	!89			4	1				1	43	106				3	-20	40		276		52		78	26	13153			406	spr	!89 	!89 	!89 	2ht 	2ht 	5	2ht	2	4					flptri	invtriu			1	6		2 square reach		so245	12	so245			5	0						7			3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8		xxx 	xxx 	1	
