description	* info	enabled	ladder	min diff	version	op	param	value	class	numinputs	input 1	input 2	input 3	input 4	input 5	input 6	input 7	output	lvl	plvl	ilvl	mod 1	mod 1 chance	mod 1 param	mod 1 min	mod 1 max	mod 2	mod 2 chance	mod 2 param	mod 2 min	mod 2 max	mod 3	mod 3 chance	mod 3 param	mod 3 min	mod 3 max	mod 4	mod 4 chance	mod 4 param	mod 4 min	mod 4 max	mod 5	mod 5 chance	mod 5 param	mod 5 min	mod 5 max	output b	b lvl	b plvl	b ilvl	b mod 1	b mod 1 chance	b mod 1 param	b mod 1 min	b mod 1 max	b mod 2	b mod 2 chance	b mod 2 param	b mod 2 min	b mod 2 max	b mod 3	b mod 3 chance	b mod 3 param	b mod 3 min	b mod 3 max	b mod 4	b mod 4 chance	b mod 4 param	b mod 4 min	b mod 4 max	b mod 5	b mod 5 chance	b mod 5 param	b mod 5 min	b mod 5 max	output c	c lvl	c plvl	c ilvl	c mod 1	c mod 1 chance	c mod 1 param	c mod 1 min	c mod 1 max	c mod 2	c mod 2 chance	c mod 2 param	c mod 2 min	c mod 2 max	c mod 3	c mod 3 chance	c mod 3 param	c mod 3 min	c mod 3 max	c mod 4	c mod 4 chance	c mod 4 param	c mod 4 min	c mod 4 max	c mod 5	c mod 5 chance	c mod 5 param	c mod 5 min	c mod 5 max	*eol
cm5003	Shrine Crafting	1			100	16	219			3	"ct1w,noe,crf"	A6+	qum					useitem			100	pr469			1	1	pr7	100		4	25	pr215	100		4	10	pr108	100		2	5						A7+																																																										0
cm5004	Shrine Crafting	1			100	16	219			3	"ct1w,noe,rar"	A6+	qum					useitem			100	pr469			1	1	pr7	100		4	25	pr215	100		4	10	pr108	100		2	5						A7+																																																										0
cm5005	Shrine Crafting				100	16	219			3	"ct1w,noe,set"	A6+	qum					useitem			100	pr469			1	1	pr7	100		4	25	pr215	100		4	10	pr108	100		2	5						A7+																																																										0
cm5006	Shrine Crafting	1			100	16	219			3	"ct1w,noe,tmp"	A6+	qum					useitem			100	pr469			1	1	pr7	100		4	25	pr215	100		4	10	pr108	100		2	5						A7+																																																										0
cm5007	Shrine Crafting	1			100	16	219			3	"ct2w,noe,crf"	A6+	qum					useitem			100	pr469			1	1	pr7	100		6	35	pr215	100		6	15	pr108	100		3	7						A7+																																																										0
cm5008	Shrine Crafting	1			100	16	219			3	"ct2w,noe,rar"	A6+	qum					useitem			100	pr469			1	1	pr7	100		6	35	pr215	100		6	15	pr108	100		3	7						A7+																																																										0
cm5009	Shrine Crafting				100	16	219			3	"ct2w,noe,set"	A6+	qum					useitem			100	pr469			1	1	pr7	100		6	35	pr215	100		6	15	pr108	100		3	7						A7+																																																										0
cm5010	Shrine Crafting	1			100	16	219			3	"ct2w,noe,tmp"	A6+	qum					useitem			100	pr469			1	1	pr7	100		6	35	pr215	100		6	15	pr108	100		3	7						A7+																																																										0
cm5011	Shrine Crafting	1			100	16	219			3	"ct1a,noe,crf"	A7+	qum					useitem			100	pr469			1	1	pr7	100		4	25	pr215	100		4	10	pr108	100		2	5						A8+																																																										0
cm5012	Shrine Crafting	1			100	16	219			3	"ct1a,noe,rar"	A7+	qum					useitem			100	pr469			1	1	pr7	100		4	25	pr215	100		4	10	pr108	100		2	5						A8+																																																										0
cm5013	Shrine Crafting				100	16	219			3	"ct1a,noe,set"	A7+	qum					useitem			100	pr469			1	1	pr7	100		4	25	pr215	100		4	10	pr108	100		2	5						A8+																																																										0
cm5014	Shrine Crafting	1			100	16	219			3	"ct1a,noe,tmp"	A7+	qum					useitem			100	pr469			1	1	pr7	100		4	25	pr215	100		4	10	pr108	100		2	5						A8+																																																										0
cm5015	Shrine Crafting	1			100	16	219			3	"ct2a,noe,crf"	A7+	qum					useitem			100	pr469			1	1	pr7	100		6	35	pr215	100		6	15	pr108	100		3	7						A8+																																																										0
cm5016	Shrine Crafting	1			100	16	219			3	"ct2a,noe,rar"	A7+	qum					useitem			100	pr469			1	1	pr7	100		6	35	pr215	100		6	15	pr108	100		3	7						A8+																																																										0
cm5017	Shrine Crafting				100	16	219			3	"ct2a,noe,set"	A7+	qum					useitem			100	pr469			1	1	pr7	100		6	35	pr215	100		6	15	pr108	100		3	7						A8+																																																										0
cm5018	Shrine Crafting	1			100	16	219			3	"ct2a,noe,tmp"	A7+	qum					useitem			100	pr469			1	1	pr7	100		6	35	pr215	100		6	15	pr108	100		3	7						A8+																																																										0
cm5019	Shrine Crafting	1			100	16	219			3	"ct1w,noe,crf"	A7+	qum					useitem			100	pr469			1	1	pr7	100		4	25	pr215	100		4	10	pr108	100		2	5						A8+																																																										0
cm5020	Shrine Crafting	1			100	16	219			3	"ct1w,noe,rar"	A7+	qum					useitem			100	pr469			1	1	pr7	100		4	25	pr215	100		4	10	pr108	100		2	5						A8+																																																										0
cm5021	Shrine Crafting				100	16	219			3	"ct1w,noe,set"	A7+	qum					useitem			100	pr469			1	1	pr7	100		4	25	pr215	100		4	10	pr108	100		2	5						A8+																																																										0
cm5022	Shrine Crafting	1			100	16	219			3	"ct1w,noe,tmp"	A7+	qum					useitem			100	pr469			1	1	pr7	100		4	25	pr215	100		4	10	pr108	100		2	5						A8+																																																										0
cm5023	Shrine Crafting	1			100	16	219			3	"ct2w,noe,crf"	A7+	qum					useitem			100	pr469			1	1	pr7	100		6	35	pr215	100		6	15	pr108	100		3	7						A8+																																																										0
cm5024	Shrine Crafting	1			100	16	219			3	"ct2w,noe,rar"	A7+	qum					useitem			100	pr469			1	1	pr7	100		6	35	pr215	100		6	15	pr108	100		3	7						A8+																																																										0
cm5025	Shrine Crafting				100	16	219			3	"ct2w,noe,set"	A7+	qum					useitem			100	pr469			1	1	pr7	100		6	35	pr215	100		6	15	pr108	100		3	7						A8+																																																										0
cm5026	Shrine Crafting	1			100	16	219			3	"ct2w,noe,tmp"	A7+	qum					useitem			100	pr469			1	1	pr7	100		6	35	pr215	100		6	15	pr108	100		3	7						A8+																																																										0
cm5027	Shrine Crafting	1			100	16	219			3	"ct1a,noe,crf"	A8+	qum					useitem			100	pr469			1	1	pr7	100		4	25	pr215	100		4	10	pr108	100		2	5						A9+																																																										0
cm5028	Shrine Crafting	1			100	16	219			3	"ct1a,noe,rar"	A8+	qum					useitem			100	pr469			1	1	pr7	100		4	25	pr215	100		4	10	pr108	100		2	5						A9+																																																										0
cm5029	Shrine Crafting				100	16	219			3	"ct1a,noe,set"	A8+	qum					useitem			100	pr469			1	1	pr7	100		4	25	pr215	100		4	10	pr108	100		2	5						A9+																																																										0
cm5030	Shrine Crafting	1			100	16	219			3	"ct1a,noe,tmp"	A8+	qum					useitem			100	pr469			1	1	pr7	100		4	25	pr215	100		4	10	pr108	100		2	5						A9+																																																										0
cm5031	Shrine Crafting	1			100	16	219			3	"ct2a,noe,crf"	A8+	qum					useitem			100	pr469			1	1	pr7	100		6	35	pr215	100		6	15	pr108	100		3	7						A9+																																																										0
cm5032	Shrine Crafting	1			100	16	219			3	"ct2a,noe,rar"	A8+	qum					useitem			100	pr469			1	1	pr7	100		6	35	pr215	100		6	15	pr108	100		3	7						A9+																																																										0
cm5033	Shrine Crafting				100	16	219			3	"ct2a,noe,set"	A8+	qum					useitem			100	pr469			1	1	pr7	100		6	35	pr215	100		6	15	pr108	100		3	7						A9+																																																										0
cm5034	Shrine Crafting	1			100	16	219			3	"ct2a,noe,tmp"	A8+	qum					useitem			100	pr469			1	1	pr7	100		6	35	pr215	100		6	15	pr108	100		3	7						A9+																																																										0
cm5035	Shrine Crafting	1			100	16	219			3	"ct1w,noe,crf"	A8+	qum					useitem			100	pr469			1	1	pr7	100		4	25	pr215	100		4	10	pr108	100		2	5						A9+																																																										0
cm5036	Shrine Crafting	1			100	16	219			3	"ct1w,noe,rar"	A8+	qum					useitem			100	pr469			1	1	pr7	100		4	25	pr215	100		4	10	pr108	100		2	5						A9+																																																										0
cm5037	Shrine Crafting				100	16	219			3	"ct1w,noe,set"	A8+	qum					useitem			100	pr469			1	1	pr7	100		4	25	pr215	100		4	10	pr108	100		2	5						A9+																																																										0
cm5038	Shrine Crafting	1			100	16	219			3	"ct1w,noe,tmp"	A8+	qum					useitem			100	pr469			1	1	pr7	100		4	25	pr215	100		4	10	pr108	100		2	5						A9+																																																										0
cm5039	Shrine Crafting	1			100	16	219			3	"ct2w,noe,crf"	A8+	qum					useitem			100	pr469			1	1	pr7	100		6	35	pr215	100		6	15	pr108	100		3	7						A9+																																																										0
cm5040	Shrine Crafting	1			100	16	219			3	"ct2w,noe,rar"	A8+	qum					useitem			100	pr469			1	1	pr7	100		6	35	pr215	100		6	15	pr108	100		3	7						A9+																																																										0
cm5041	Shrine Crafting				100	16	219			3	"ct2w,noe,set"	A8+	qum					useitem			100	pr469			1	1	pr7	100		6	35	pr215	100		6	15	pr108	100		3	7						A9+																																																										0
cm5042	Shrine Crafting	1			100	16	219			3	"ct2w,noe,tmp"	A8+	qum					useitem			100	pr469			1	1	pr7	100		6	35	pr215	100		6	15	pr108	100		3	7						A9+																																																										0
cm5043	Shrine Crafting	1			100	16	219			3	"ct1a,noe,crf"	A9+	qum					useitem			100	pr469			1	1	pr7	100		4	25	pr215	100		4	10	pr108	100		2	5																																																																0
cm5044	Shrine Crafting	1			100	16	219			3	"ct1a,noe,rar"	A9+	qum					useitem			100	pr469			1	1	pr7	100		4	25	pr215	100		4	10	pr108	100		2	5																																																																0
cm5045	Shrine Crafting				100	16	219			3	"ct1a,noe,set"	A9+	qum					useitem			100	pr469			1	1	pr7	100		4	25	pr215	100		4	10	pr108	100		2	5																																																																0
cm5046	Shrine Crafting	1			100	16	219			3	"ct1a,noe,tmp"	A9+	qum					useitem			100	pr469			1	1	pr7	100		4	25	pr215	100		4	10	pr108	100		2	5																																																																0
cm5047	Shrine Crafting	1			100	16	219			3	"ct2a,noe,crf"	A9+	qum					useitem			100	pr469			1	1	pr7	100		6	35	pr215	100		6	15	pr108	100		3	7																																																																0
cm5048	Shrine Crafting	1			100	16	219			3	"ct2a,noe,rar"	A9+	qum					useitem			100	pr469			1	1	pr7	100		6	35	pr215	100		6	15	pr108	100		3	7																																																																0
cm5049	Shrine Crafting				100	16	219			3	"ct2a,noe,set"	A9+	qum					useitem			100	pr469			1	1	pr7	100		6	35	pr215	100		6	15	pr108	100		3	7																																																																0
cm5050	Shrine Crafting	1			100	16	219			3	"ct2a,noe,tmp"	A9+	qum					useitem			100	pr469			1	1	pr7	100		6	35	pr215	100		6	15	pr108	100		3	7																																																																0
cm5051	Shrine Crafting	1			100	16	219			3	"ct1w,noe,crf"	A9+	qum					useitem			100	pr469			1	1	pr7	100		4	25	pr215	100		4	10	pr108	100		2	5																																																																0
cm5052	Shrine Crafting	1			100	16	219			3	"ct1w,noe,rar"	A9+	qum					useitem			100	pr469			1	1	pr7	100		4	25	pr215	100		4	10	pr108	100		2	5																																																																0
cm5053	Shrine Crafting				100	16	219			3	"ct1w,noe,set"	A9+	qum					useitem			100	pr469			1	1	pr7	100		4	25	pr215	100		4	10	pr108	100		2	5																																																																0
cm5054	Shrine Crafting	1			100	16	219			3	"ct1w,noe,tmp"	A9+	qum					useitem			100	pr469			1	1	pr7	100		4	25	pr215	100		4	10	pr108	100		2	5																																																																0
cm5055	Shrine Crafting	1			100	16	219			3	"ct2w,noe,crf"	A9+	qum					useitem			100	pr469			1	1	pr7	100		6	35	pr215	100		6	15	pr108	100		3	7																																																																0
cm5056	Shrine Crafting	1			100	16	219			3	"ct2w,noe,rar"	A9+	qum					useitem			100	pr469			1	1	pr7	100		6	35	pr215	100		6	15	pr108	100		3	7																																																																0
cm5057	Shrine Crafting				100	16	219			3	"ct2w,noe,set"	A9+	qum					useitem			100	pr469			1	1	pr7	100		6	35	pr215	100		6	15	pr108	100		3	7																																																																0
cm5058	Shrine Crafting	1			100	16	219			3	"ct2w,noe,tmp"	A9+	qum					useitem			100	pr469			1	1	pr7	100		6	35	pr215	100		6	15	pr108	100		3	7																																																																0
cm5059	Shrine Crafting	1								2	"ct1a,crf"	F0+						"usetype,crf"			100	pr133		6	6	6	pr357			1	1	pr221	50		1	5	pr3	50		1	5	pr5	50		20	80	F1+																																																										0
cm5060	Shrine Crafting	1								2	"ct1a,rar"	F0+						"usetype,crf"			100	pr133		6	6	6	pr357			1	1	pr221	50		1	5	pr3	50		1	5	pr5	50		20	80	F1+																																																										0
cm5061	Shrine Crafting	1								2	"ct1a,set"	F0+						"usetype,crf"			100	pr133		6	6	6	pr357			1	1	pr221	50		1	5	pr3	50		1	5	pr5	50		20	80	F1+																																																										0
cm5062	Shrine Crafting	1								2	"ct1a,uni"	F0+						"usetype,crf"			100	pr133		6	6	6	pr357			1	1	pr221	50		1	5	pr3	50		1	5	pr5	50		20	80	F1+																																																										0
cm5063	Shrine Crafting	1								2	"ct2a,crf"	F0+						"usetype,crf"			100	pr133		6	6	6	pr357			1	1	pr221	50		2	8	pr3	50		2	8	pr5	50		30	120	F1+																																																										0
cm5064	Shrine Crafting	1								2	"ct2a,rar"	F0+						"usetype,crf"			100	pr133		6	6	6	pr357			1	1	pr221	50		2	8	pr3	50		2	8	pr5	50		30	120	F1+																																																										0
cm5065	Shrine Crafting	1								2	"ct2a,set"	F0+						"usetype,crf"			100	pr133		6	6	6	pr357			1	1	pr221	50		2	8	pr3	50		2	8	pr5	50		30	120	F1+																																																										0
cm5066	Shrine Crafting	1								2	"ct2a,uni"	F0+						"usetype,crf"			100	pr133		6	6	6	pr357			1	1	pr221	50		2	8	pr3	50		2	8	pr5	50		30	120	F1+																																																										0
cm5067	Shrine Crafting	1								2	"ct1w,crf"	F0+						"usetype,crf"			100	pr133		6	6	6	pr357			1	1	pr221	50		1	5	pr3	50		1	5						F1+																																																										0
cm5068	Shrine Crafting	1								2	"ct1w,rar"	F0+						"usetype,crf"			100	pr133		6	6	6	pr357			1	1	pr221	50		1	5	pr3	50		1	5						F1+																																																										0
cm5069	Shrine Crafting	1								2	"ct1w,set"	F0+						"usetype,crf"			100	pr133		6	6	6	pr357			1	1	pr221	50		1	5	pr3	50		1	5						F1+																																																										0
cm5070	Shrine Crafting	1								2	"ct1w,uni"	F0+						"usetype,crf"			100	pr133		6	6	6	pr357			1	1	pr221	50		1	5	pr3	50		1	5						F1+																																																										0
cm5071	Shrine Crafting	1								2	"ct2w,crf"	F0+						"usetype,crf"			100	pr133		6	6	6	pr357			1	1	pr221	50		2	8	pr3	50		2	8						F1+																																																										0
cm5072	Shrine Crafting	1								2	"ct2w,rar"	F0+						"usetype,crf"			100	pr133		6	6	6	pr357			1	1	pr221	50		2	8	pr3	50		2	8						F1+																																																										0
cm5073	Shrine Crafting	1								2	"ct2w,set"	F0+						"usetype,crf"			100	pr133		6	6	6	pr357			1	1	pr221	50		2	8	pr3	50		2	8						F1+																																																										0
cm5074	Shrine Crafting	1								2	"ct2w,uni"	F0+						"usetype,crf"			100	pr133		6	6	6	pr357			1	1	pr221	50		2	8	pr3	50		2	8						F1+																																																										0
cm5075	Shrine Crafting	1								2	"ct1a,crf"	F1+						"usetype,crf"			100	pr133		6	6	6	pr357			1	1	pr221	50		1	5	pr3	50		1	5	pr5	50		20	80	F2+																																																										0
cm5076	Shrine Crafting	1								2	"ct1a,rar"	F1+						"usetype,crf"			100	pr133		6	6	6	pr357			1	1	pr221	50		1	5	pr3	50		1	5	pr5	50		20	80	F2+																																																										0
cm5077	Shrine Crafting	1								2	"ct1a,set"	F1+						"usetype,crf"			100	pr133		6	6	6	pr357			1	1	pr221	50		1	5	pr3	50		1	5	pr5	50		20	80	F2+																																																										0
cm5078	Shrine Crafting	1								2	"ct1a,uni"	F1+						"usetype,crf"			100	pr133		6	6	6	pr357			1	1	pr221	50		1	5	pr3	50		1	5	pr5	50		20	80	F2+																																																										0
cm5079	Shrine Crafting	1								2	"ct2a,crf"	F1+						"usetype,crf"			100	pr133		6	6	6	pr357			1	1	pr221	50		2	8	pr3	50		2	8	pr5	50		30	120	F2+																																																										0
cm5080	Shrine Crafting	1								2	"ct2a,rar"	F1+						"usetype,crf"			100	pr133		6	6	6	pr357			1	1	pr221	50		2	8	pr3	50		2	8	pr5	50		30	120	F2+																																																										0
cm5081	Shrine Crafting	1								2	"ct2a,set"	F1+						"usetype,crf"			100	pr133		6	6	6	pr357			1	1	pr221	50		2	8	pr3	50		2	8	pr5	50		30	120	F2+																																																										0
cm5082	Shrine Crafting	1								2	"ct2a,uni"	F1+						"usetype,crf"			100	pr133		6	6	6	pr357			1	1	pr221	50		2	8	pr3	50		2	8	pr5	50		30	120	F2+																																																										0
cm5083	Shrine Crafting	1								2	"ct1w,crf"	F1+						"usetype,crf"			100	pr133		6	6	6	pr357			1	1	pr221	50		1	5	pr3	50		1	5						F2+																																																										0
cm5084	Shrine Crafting	1								2	"ct1w,rar"	F1+						"usetype,crf"			100	pr133		6	6	6	pr357			1	1	pr221	50		1	5	pr3	50		1	5						F2+																																																										0
