index	version	enabled	ladder	rarity	nolimit	lvl	lvl req	code	*type	*Laz / comment	* Laz1	* Laz2	* Laz3	* Laz4	carry1	cost mult	cost add	chrtransform	invtransform	flippyfile	invfile	dropsound	dropsfxframe	usesound	prop1	par1	min1	max1	prop2	par2	min2	max2	prop3	par3	min3	max3	prop4	par4	min4	max4	prop5	par5	min5	max5	prop6	par6	min6	max6	prop7	par7	min7	max7	prop8	par8	min8	max8	prop9	par9	min9	max9	prop10	par10	min10	max10	prop11	par11	min11	max11	prop12	par12	min12	max12	*eol
Drake Cigar		1		10	1	48	31	l23 		(Tier 4)						5	5000	lred	lred			so0		so0	pr133		2	2	pr388	25	25	25	pr183		12	14	pr185		12	14	pr43		12	14	pr62		26	30	pr369	451	1	13	pr69		1	3																	0
Drake Cigar		1		10	1	63	40	l27 		(Tier 5)						5	5000	lred	lred			so0		so0	pr133		2	2	pr388	25	25	25	pr183		15	17	pr185		15	17	pr43		15	17	pr62		31	35	pr369	451	1	16	pr69		2	3																	0
Drake Cigar		1		10	1	78	49	l31 		(Tier 6)						5	5000	lred	lred			so0		so0	pr133		2	2	pr388	25	25	25	pr183		18	20	pr185		18	20	pr43		18	20	pr62		36	40	pr369	451	1	19	pr69		2	4																	0
Manastorm		1		10	1	120	100	70@ 		(Sacred) SU						5	5000	dpur	dpur			so0		so0	pr133		2	2	pr388	25	25	25	pr204	706	11	16	pr204	349	21	24	pr207		21	25	pr87		50	50	pr292		11	15	pr69		2	3	pr217		21	25	pr75		-40	-40	pr291		51	75	pr182	346	30	7	0
NewZakarwasBetrayal		1		4	1	120	100	70@ 		(Sacred) SSU						5	5000	dgld	dgld			so0		so0	pr133		2	2	pr388	25	25	25	pr204	763	16	18	pr204	905	32	37	pr69		2	2	pr269		61	80	pr267		41	60	pr277		1	1	pr125	297	1	1	pr204	797	19	22	pr73		-2	-2	pr62		31	50	0
YewWandSU3		1		1	1	120	100	70@ 		(Sacred) SSSU						5	5000	lyel	lyel			so0		so0	pr133		2	2	pr388	25	25	25	pr117	823	15	15	pr171		50	50	pr183		50	100	pr32		15	15	pr69		2	3	pr4		5	5	pr217		20	25	pr291		75	75	pr267		50	75	pr471		1	1	0
Shadowchild		1		10	1	6	4	w26 		(Tier 1)						5	5000	lpur	dpur			so0		so0	pr133		2	2	pr5		21	50	pr43		3	5	pr49		3	5	pr45		3	5	pr217		11	15	pr269		21	25	pr75		-11	-15																	0
Shadowchild		1		10	1	21	13	w46 		(Tier 2)						5	5000	lpur	dpur			so0		so0	pr133		2	2	pr5		51	80	pr43		6	8	pr49		6	8	pr45		6	8	pr217		16	20	pr269		26	30	pr75		-16	-20																	0
Shadowchild		1		10	1	36	21	w66 		(Tier 3)						5	5000	lpur	dpur			so0		so0	pr133		2	2	pr5		81	110	pr43		9	11	pr49		9	11	pr45		9	11	pr217		21	25	pr269		31	35	pr75		-21	-25																	0
Shadowchild		1		10	1	50	30	w86 		(Tier 4)						5	5000	lpur	dpur			so0		so0	pr133		3	3	pr5		111	140	pr43		12	14	pr49		12	14	pr45		12	14	pr217		26	30	pr269		36	40	pr75		-26	-30																	0
Shadowchild		1		10	1	65	39	e16 		(Tier 5)						5	5000	lpur	dpur			so0		so0	pr133		3	3	pr5		141	170	pr43		15	17	pr49		15	17	pr45		15	17	pr217		31	35	pr269		41	45	pr75		-31	-35																	0
Shadowchild		1		10	1	80	48	e36 		(Tier 6)						5	5000	lpur	dpur			so0		so0	pr133		4	4	pr5		171	200	pr43		18	20	pr49		18	20	pr45		18	20	pr217		36	40	pr269		46	50	pr75		-36	-40																	0
Demonlure		1		10	1	120	100	@63 		(Sacred) SU						5	5000	dred	dred			so0		so0	pr133		4	4	pr5		251	300	pr69		2	3	pr204	134	16	22	pr183		21	30	pr9		41	50	pr10		41	50	pr16		1	1	pr73		3	3	pr204	1022	16	22	pr87		25	25	pr369	683	10	7	0
NewGregusMazisNkisi		1		4	1	120	100	@63 		(Sacred) SSU						5	5000	dgry	dgry			so0		so0	pr133		4	4	pr5		201	250	pr16		1	1	pr269		51	100	pr267		101	150	pr69		2	2	pr204	906	21	24	pr184		100	100	pr285		2	2	pr62		50	50	pr44		15	15	pr50		15	15	0
ZombieHeadSU3		1		1	1	120	100	@63 		(Sacred) SSSU						5	5000	dred	dred			so0		so0	pr133		4	4	pr5		200	250	pr69			3	pr471			1	pr183			40	pr12			15	pr171			25	pr217			20	pr87			25	pr32			10	pr0			1000					0
SuperBowSU		1		1	1	120	120	v#X 	Sacred Bow	Special - Valkyrie Prime						10	100000					so0		so0	pr388	102	102	102	pr387	102	102	102	pr198	163	100	1	pr29		200	200	pr140		400	1000	pr197	587	15	15	pr204	1088	10	10	pr134		111	666	pr137		111	666	pr135		111	666	pr136		111	666	pr104		1	1	0
LocustHive		1		100	1	1	1	aqv	Arrow Quiver							5	5000					so0		so0	pr133		1	1	pr127	492	5	1	pr138	50	128	256	pr88		11	15																																	0
Hanabigami		1		10	1	80	60	aqv	Arrow Quiver							5	5000					so0		so0	pr78		60	60	pr134		100	200	pr137	50	100	200	pr135		100	200	pr127	451	1	36	pr127	461	1	36	pr127	104	1	36	pr9		-15	-15	pr309		11	15													0
Cindercone		1		40	1	40	40	aqv	Arrow Quiver							5	5000					so0		so0	pr133		1	1	pr197	699	2	8	pr183		6	15	pr215		6	10	pr73		-2	-2	pr134		25	75																									0
LoveBarrel		1		30	1	80	80	aqv	Arrow Quiver							5	5000					so0		so0	pr133		1	1	pr53		11	15	pr197	712	3	7	pr193		5	5	pr8		3	5																													0
New4BagOfTricks		1		1	1	120	100	aqv	Arrow Quiver							5	5000	blac	blac			so0		so0	pr127	803	2	1	pr127	492	2	1	pr127	806	2	1	pr134		1	500	pr137	50	1	500	pr135		1	500	pr57		20	20	pr193		5	5	pr58		100	100													0
ArrowSU3		1		1	1	120	100	aqv	Arrow Quiver							5	5000					so0		so0	pr197	931	1	17	pr104		1	1	pr140		25	50	pr309		10	10	pr57		25	25																													0
KingsportsSignals		1		20	1	120	120	aqv	Arrow Quiver							5	5000					so0		so0	pr133		1	1	pr104		1	1	pr190		11	15	pr127	30	2	8	pr73		5	5	pr14		3	5																									0
TestTube		1		50	1	1	1	cqv	Bolt Quiver							5	5000					so0		so0	pr133		1	1	pr138	50	128	384	pr197	469	5	3	pr137	50	25	75	pr39		-15	-15	pr35		-15	-15																									0
TranqItem		1		10	1	80	60	cqv	Bolt Quiver							5	5000					so0		so0	pr127	914	4	58	pr174		11	15	pr108		5	5	pr67		1	1	pr121		1	1	pr7		50	50	pr8		50	50																					0
LarzuksBandolier		1		40	1	40	40	cqv	Bolt Quiver							5	5000					so0		so0	pr133		1	1	pr57		40	40	pr134		15	30	pr197	302	2	6	pr7		11	15																													0
PlagueGland		1		30	1	80	80	cqv	Bolt Quiver							5	5000					so0		so0	pr133		1	1	pr138	250	512	896	pr174		6	10	pr197	535	5	2	pr39		31	50	pr53		21	25																									0
New3Lammergeier		1		2	1	120	100	cqv	Bolt Quiver							5	5000	blac	blac			so0		so0	pr192		101	150	pr110		101	150	pr117	897	5	5																																					0
BoltSU3		1		1	1	120	100	cqv	Bolt Quiver							5	5000					so0		so0	pr69		1	2	pr67		4	5	pr121		4	5	pr57		50	50	pr127	826	10	36	pr172		25	25																									0
WhyDoIAlwaysListenToIdiots		1		20	1	120	120	cqv	Bolt Quiver							5	5000					so0		so0	pr133		1	1	pr197	541	10	5	pr28		21	40	pr108		2	5	pr78		10	10	pr81		10	10																									0
TheNoobLoop		1		10	1	1		rin	Ring							5	5000					so0		so0	pr7		11	15	pr8		11	15	pr140		10	20	pr191		5	5																																	0
Ourus		1		25	1	120	120	rin	Ring							5	5000					so0		so0	pr7			75	pr8			75	pr10			75	pr9			75	pr292		21	25	pr7		-25	-25	pr8		-25	-25	pr10		-25	-25	pr9		-25	-25													0
New3Nebelring		1		5	1	120	120	rin	Ring							5	5000	dgry	dgry			so0		so0	pr267		21	30	pr269		21	30	pr73		-2	-2	pr192		41	50	pr4		5	5	pr0		1000	1000	pr13		400	400																					0
Sigil of Tur Dulra		1		50	1	120	120	rin	Ring							5	5000					so0		so0	pr133		1	1	pr121		1	2	pr87		20	20	pr57		20	20	pr262		31	40	pr41		21	25																									0
XorinesRingX		1		50	1	80	80	rin	Ring							5	5000					so0		so0	pr133		1	1	pr96		51	100	pr197	263	15	9	pr221		11	15	pr138	175	256	896	pr39		31	40																									0
NewSealOfKharos		1		25	1	80	60	rin	Ring							5	5000					so0		so0	pr67		2	2	pr183		31	40	pr204	833	29	34	pr267		11	15	pr125	284	40	40	pr389		1	1	pr87		25	25																					0
RingOfDiscoX		1		150	1	1	1	rin	Ring							5	5000					so0		so0	pr133		1	1	pr78		20	20	pr116		50	50	pr197	496	2	8	pr63		101	150																													0
Token2Ring		1		10	1	120	80	rin	Ring							5	5000					so0		so0	pr209		5	5	pr7		21	25	pr9		21	25	pr221		10	10																																	0
Toke3Ring		1		1	1	120	80	rin	Ring							5	5000					so0		so0	pr13		1	1																																													0
BloodbondUnique		1		15	1	50	50	rin	Ring							5	5000					so0		so0	pr197	109	1	50	pr3		5	5	pr191		5	5	pr53		40	40																																	0
RingOfTruthX		1		50	1	20	20	rin	Ring							5	5000					so0		so0	pr133		1	1	pr208		3	5	pr81		15	15	pr84		25	25	pr222		11	15	pr73		2	2	pr96		31	50																					0
QQRing		1		10	1	120		rin	Ring							5	5000					so0		so0	pr13		1	1																																													0
New3RasAlgethi		1		20	1	120	100	rin	Ring							5	5000	lred	lred			so0		so0	pr183		31	40	pr198	710	100	59	pr206		31	40	pr291		41	50	pr4		-10	-10	pr134		200	400	pr204	824	9	11																					0
1RingSU3		1		1	1	120	100	rin	Ring							5	5000					so0		so0	pr204	447	15	17	pr104		1	1	pr238		200	200	pr4		5	5																																	0
EmpyreanBandX		1		50	1	40	40	rin	Ring							5	5000					so0		so0	pr133		1	1	pr227		10	10	pr219		3	5	pr197	340	1	7	pr58		51	100																													0
SotNK		1		20	1	120	120	rin	Ring							5	5000	dred	dred			so0		so0	pr104		2	2	pr215		11	15	pr218		11	15	pr222		11	15	pr58		101	150																													0
BlackSoulRing2		1		1	1	120	100	rin	Ring							5	5000					so0		so0	pr134		250	500	pr137	50	250	500	pr135		250	500	pr104		1	1	pr204	1001	11	16	pr320		11	15																									0
The Idiot Ball2		1		50	1	60	60	rin	Ring							5	5000	blac	blac			so0		so0	pr4		-33	-33	pr205	74	1	1	pr7		-50	-50	pr9		-50	-50	pr59		75	75	pr369	894	2	13	pr128	895	5	13	pr369	896	5	13																	0
Myokais Path		1		25	1	40	30	rin	Ring							5	5000					so0		so0	pr73		2	2	pr191		15	15	pr62		25	25																																					0
4RingSU3		1		1	1	120	100	rin	Ring							5	5000					so0		so0	pr140		25	50	pr66		5	12	pr57		15	15	pr4		5	5	pr53		25	25	pr292		10	10	pr7		1	15	pr8		1	15																	0
Torque Torc2		1		1	1	120	100	rin	Ring							5	5000					so0		so0	pr108		10	10	pr7		25	25	pr9		25	25	pr126	978	5	14	pr220		25	25	pr57		5	5																									0
2RingSU3		1		1	1	120	100	rin	Ring							5	5000					so0		so0	pr204	470	1	2	pr204	236	1	2	pr204	465	1	2	pr204	983	1	2	pr207		15	20																													0
3RingSU3		1		1	1	120	100	rin	Ring							5	5000					so0		so0	pr104		1	1	pr207		20	30	pr78		25	25	pr87		25	25	pr222		15	20	pr12		5	5																									0
RipstarX		1		50	1	60	60	rin	Ring							5	5000					so0		so0	pr133		1	1	pr145	32	32	32	pr107		31	50	pr356		11	20																																	0
EarthRouserX		1		50	1	100	100	rin	Ring							5	5000					so0		so0	pr133		1	1	pr197	612	2	7	pr215		6	10	pr108		3	5	pr223		25	25																													0
RingOfMourning		1		1	1	120	100	rin	Ring							5	5000					so0		so0	pr9		-100	-100	pr8		200	200	pr62		11	15	pr81		25	25																																	0
BlackHandSigil		1		1	1	120	100	rin	Ring							5	5000					so0		so0	pr197	330	3	62	pr138	200	2048	2048	pr140		50	100	pr73		-5	-5																																	0
AkaratsNails		1		1	1	120	100	rin	Ring							5	5000					so0		so0	pr53		-250	-250	pr223		150	150	pr108		15	15	pr107		10	10	pr126	500	10	2																													0
TheTesseract		1		1	1	120	100	amu	Amulet							5	5000					so0		so0	pr183		1	50	pr185		1	50	pr184		1	50	pr186		1	50	pr171		1	40	pr173		1	40	pr172		1	40	pr174		1	40	pr104		2	2	pr87		25	25									0
KhanduranRoyalPendant		1		1	1	120	100	amu	Amulet							5	5000					so0		so0	pr280		1	1	pr182	616	25	5	pr16		1	1																																					0
LocketOfDreams		1		1	1	120	100	amu	Amulet							5	5000					so0		so0	pr104		2	2	pr301		41	50	pr9		100	100	pr58		450	450	pr73		2	2	pr295		151	200																									0
JerhynsTawiz		1		10	1	1		amu	Amulet							5	5000					so0		so0	pr191		20	20	pr98		21	25	pr53		100	100																																					0
Fren Slairea		1		25	1	40	30	amu	Amulet							5	5000					so0		so0	pr204	807	17	20	pr184		31	40	pr12		-25	-25	pr104		1	1	pr45		10	10																													0
PandemoniumUnique		1		15	1	50	50	amu	Amulet							5	5000					so0		so0	pr199	108	100	50	pr125	295	4	4	pr104		1	1	pr380		1	1	pr207		20	20	pr140		15	30																									0
Scarab of Death		1		25	1	80	60	amu	Amulet							5	5000					so0		so0	pr57		100	100	pr87		100	100	pr221		50	50	pr4		-50	-50	pr205	74	1	1	pr191		25	25																									0
BecauseImADoormatX		1		150	1	1	1	amu	Amulet							5	5000					so0		so0	pr133		1	1	pr53		-5	-5	pr58		51	75	pr206		6	10	pr197	525	33	10																													0
SupernatureA		1		50	1	60	60	amu	Amulet							5	5000	dblu	dblu			so0		so0	pr14		11	15	pr12		21	30	pr104		1	1	pr275		16	20	pr110		100	100	pr41		10	10																									0
ThatsWhyX		1		50	1	20	20	amu	Amulet							5	5000					so0		so0	pr133		1	1	pr66		3	6	pr13		50	50	pr69		1	1	pr285		2	2	pr117	1585	5	5																									0
GrmblX		1		50	1	40	40	amu	Amulet							5	5000					so0		so0	pr133		1	1	pr222		16	20	pr104		1	1	pr73		3	4	pr215		6	10	pr216		6	10																									0
AthuluasOracleX		1		50	1	60	60	amu	Amulet							5	5000					so0		so0	pr133		1	1	pr104		1	1	pr221		16	20	pr78		10	10	pr57		10	10	pr96		101	250																									0
DreamcatcherX		1		50	1	80	80	amu	Amulet							5	5000					so0		so0	pr133		1	1	pr104		2	2	pr87		15	15	pr309		6	10	pr110		31	40	pr41		21	25																									0
WitchmoonX		1		50	1	100	100	amu	Amulet							5	5000					so0		so0	pr133		1	1	pr104		1	2	pr30		11	15	pr126	508	4	17	pr207		16	20	pr12		40	40	pr291		11	15																					0
Niradyahk		1		10	1	120	80	amu	Amulet							5	5000					so0		so0	pr117	1552	5	5	pr11		250	250	pr238		31	40	pr104		2	2	pr126	349	2	50	pr13		250	250	pr87		20	20																					0
New3LazLamen		1		20	1	120	100	amu	Amulet							5	5000	dgld	dgld			so0		so0	pr104		2	2	pr183		1	50	pr185		1	50	pr184		1	50	pr186		1	50	pr7		1	75	pr8		1	75	pr10		1	75	pr9		1	75	pr41		31	40	pr199	1016	100	45					0
BeadsOfTheSQ2		1		1	1	120	100	amu	Amulet							5	5000					so0		so0	pr215		21	25	pr216		21	25	pr140		25	50	pr192		100	100	pr0		201	500	pr220		50	50	pr197	1002	20	43																					0
Evenstar2		1		1	1	120	100	amu	Amulet							5	5000					so0		so0	pr73		-2	-2	pr104		1	1	pr140		50	150	pr134		50	150	pr43		25	25	pr53		250	250																									0
3AmmySU3		1		1	1	120	100	amu	Amulet							5	5000					so0		so0	pr207		30	35	pr104		1	3	pr12		10	10	pr217		15	20	pr192		25	50																													0
2AmmySU3		1		1	1	120	100	amu	Amulet							5	5000					so0		so0	pr127	542	5	5	pr140		25	50	pr66		5	5	pr104		2	3	pr41		10	10	pr4		5	5																									0
4AmmySU3		1		1	1	120	100	amu	Amulet							5	5000					so0		so0	pr78		50	50	pr67			4	pr122			4	pr71			4	pr121			4	pr69			4	pr70			4	pr68			4	pr104			1	pr57			50	pr87			50	pr81			50	0
Death Ward		1		50	1	120	120	amu	Amulet							5	5000					so0		so0	pr133		1	1	pr39		41	50	pr213		21	25	pr295		41	50	pr73		2	2	pr104		2	2	pr140		25	100																					0
Klaatu Barada Nikto		1		20	1	120	120	amu	Amulet							5	5000	dgrn	dgrn			so0		so0	pr196	63	50	50	pr376		50	50	pr39		41	50	pr204	470	11	16	pr104		2	2	pr57		25	25	pr135		1	1500	pr138	150	3072	3072	pr220		15	15	pr126	153	25	20	pr33		41	50					0
Black Dwarf		1		25	1	120	120	amu	Amulet							5	5000					so0		so0	pr185		31	40	pr81		15	15	pr204	680	21	29	pr184		31	40	pr173		21	30	pr172		21	30	pr222		21	25	pr104		2	2	pr73		-5	-5	pr87		20	20									0
New3Gallowlaugh		1		2	1	120	120	amu	Amulet							5	5000	blac	blac			so0		so0	pr204	407	1	1	pr262		100	100	pr140		25	50	pr104		1	1	pr88		50	50																													0
1AmmySU32		1		1	1	120	120	amu	Amulet							5	5000				superammy	so0		so0	pr309		35	35																																													0
Farsight Globe		1		2000	1	80	80	jew	Jewel							5	5000					so0		so0	pr171		1	3	pr173		1	3	pr172		1	3	pr174		1	3	pr87		5	5	pr128	54	2	7																									0
ToaTHRing2		1		500	1	120	100	jew	Jewel							5	5000					so0		so0	pr57		15	15	pr87		15	15	pr63		150	150	pr125	296	5	5	pr379		1	1																													0
3JewelSU3		1		150	1	120	100	jew	Jewel							5	5000					so0		so0	pr127	542	1	13	pr140		5	10	pr78		10	10	pr57		10	10	pr66		1	1	pr476		1	1																									0
New3Kekeke		1		5	1	120	100	jew	Jewel							5	5000	dpur	dpur			so0		so0	pr204	1021	1	1	pr267		5	5	pr78		15	15	pr57		10	10	pr302		10	10																													0
Xepera Xeper Xeperu		1		50	1	120	120	jew	Jewel							5	5000					so0		so0	pr117	1565	3	3	pr480		1	1	pr10		10	10	pr7		10	10																																	0
ThisIsASecretMessage		1		2000	1	20	20	jew	Jewel							5	5000					so0		so0	pr207		1	3	pr291		3	5																																									0
The Boulder		1		2500	1	1	1	jew	Jewel							5	5000					so0		so0	pr108		1	1	pr7		3	5	pr75		10	10																																					0
New6BorginsVigil		1		150	1	1		jew	Jewel							5	5000					so0		so0	pr222		2	2	pr221		2	2	pr53		5	5																																					0
Katamari		1		300	1	40	30	jew	Jewel							5	5000					so0		so0	pr267		5	5	pr269		10	10	pr292		5	5	pr192		5	5																																	0
Arkenstone		1		5	1	120	100	jew	Jewel							5	5000	blac	blac			so0		so0	pr58		100	100	pr4		1	1	pr115		1	1	pr53		100	100																																	0
2JewelSU3		1		200	1	120	100	jew	Jewel							5	5000					so0		so0	pr207		5	6	pr87		5	5	pr476		1	1	pr32			1	pr34			1	pr36			1	pr40			1																					0
Demonstone Blood		1		1000	1	40	40	jew	Jewel							5	5000					so0		so0	pr134		5	20	pr137	75	5	20	pr135		5	20	pr14		2	3																																	0
Ashaera's Cateye		1		750	1	100	100	jew	Jewel							5	5000					so0		so0	pr96		21	40	pr78		10	10	pr57		10	10	pr87		10	10																																	0
1JewelSU3		1		100	1	120	100	jew	Jewel							5	5000					so0		so0	pr202		10	10	pr104		1	1	pr41		5	5	pr0		100	100	pr476		1	1																													0
Zakarum Stoning Rock		1		1000	1	60	60	jew	Jewel							5	5000					so0		so0	pr98		6	10	pr197	595	1	4	pr220		15	15	pr223		5	5																																	0
Dragon's Egg		1		750	1	120	100	jew	Jewel							5	5000					so0		so0	pr269		3	6	pr292		2	5	pr199	564	100	27	pr181		1	1																																	0
Heavenstone		1		500	1	120	100	jew	Jewel							5	5000					so0		so0	pr0		101	150	pr7		3	15	pr8		3	15	pr10		3	15	pr9		3	15																													0
New5Wishmaster		1		50	1	1		jew	Jewel							5	5000					so0		so0	pr59		20	20	pr126	116	2	1																																									0
Atomus		1		1	1	120		jew	Jewel						1	5	5000					so0		so0	pr104		1	1	pr190		50	50	pr126	762	1	23	pr191		50	50	pr239		250	250																													0
Cornerstone of the Roflworld		1		1	1	120	100	jew	Jewel	Blood Flash	bloodflash		NEW AND IMPROVED			5	5000					so0		so0	pr204	318	1	1	pr202		10	10	pr469		10	10																																					0
Cornerstone of the Roflworld		1		1	1	120	100	jew	Jewel	Apocalypse	apocalypse		NEW AND IMPROVED			5	5000					so0		so0	pr204	361	1	1	pr202		10	10	pr469		10	10																																					0
Cornerstone of the Roflworld		1		1	1	120	100	jew	Jewel	Summon Daystar	summondaystar		NEW AND IMPROVED			5	5000					so0		so0	pr204	338	1	1	pr202		10	10	pr469		10	10																																					0
Cornerstone of the Roflworld		1		1	1	120	100	jew	Jewel	Summon Shredder	summonshredder		NEW AND IMPROVED			5	5000					so0		so0	pr204	388	1	1	pr202		10	10	pr469		10	10																																					0
Cornerstone of the Roflworld		1		1	1	120	100	jew	Jewel	Summon Bane Monster	summonbanemonster		NEW AND IMPROVED			5	5000					so0		so0	pr204	320	1	1	pr202		10	10	pr469		10	10																																					0
Cornerstone of the Roflworld		1		1	1	120	100	jew	Jewel	Dead Wall Totem	deadwalltotem		NEW AND IMPROVED			5	5000					so0		so0	pr204	316	1	1	pr202		10	10	pr469		10	10																																					0
Cornerstone of the Roflworld		1		1	1	120	100	jew	Jewel	Ice Bolt Nova	iceboltnova		NEW AND IMPROVED			5	5000					so0		so0	pr204	408	1	1	pr202		10	10	pr469		10	10																																					0
Cornerstone of the Roflworld		1		1	1	120	100	jew	Jewel	Mon Spike Ripple	spikeripple		NEW AND IMPROVED			5	5000					so0		so0	pr204	441	1	1	pr202		10	10	pr469		10	10																																					0
Cornerstone of the Roflworld		1		1	1	120	100	jew	Jewel	Flash	flash		NEW AND IMPROVED			5	5000					so0		so0	pr204	411	1	1	pr202		10	10	pr469		10	10																																					0
Cornerstone of the Roflworld		1		1	1	120	100	jew	Jewel	Rune of Fire	runeoffire		NEW AND IMPROVED			5	5000					so0		so0	pr204	330	1	1	pr202		10	10	pr469		10	10																																					0
Cornerstone of the Roflworld		1		1	1	120	100	jew	Jewel	Summon Fallen	summonfallen		NEW AND IMPROVED			5	5000					so0		so0	pr204	345	1	1	pr202		10	10	pr469		10	10																																					0
Cornerstone of the Roflworld		1		1	1	120	100	jew	Jewel	Elemental Rain	elementalrain		NEW AND IMPROVED			5	5000					so0		so0	pr204	397	1	1	pr202		10	10	pr469		10	10																																					0
Cornerstone of the Roflworld		1		1	1	120	100	jew	Jewel	Greater Charm	greatercharm		NEW AND IMPROVED			5	5000					so0		so0	pr204	439	1	1	pr202		10	10	pr469		10	10																																					0
Cornerstone of the Roflworld		1		1	1	120	100	jew	Jewel	Flash Charm	flashcharm		NEW AND IMPROVED			5	5000					so0		so0	pr204	434	1	1	pr202		10	10	pr469		10	10																																					0
Cornerstone of the Roflworld		1		1	1	120	100	jew	Jewel	Meteor Shower	meteorshower		NEW AND IMPROVED			5	5000					so0		so0	pr204	378	1	1	pr202		10	10	pr469		10	10																																					0
Cornerstone of the Roflworld		1		1	1	120	100	jew	Jewel	Countdown	countdown		NEW AND IMPROVED			5	5000					so0		so0	pr204	416	1	1	pr202		10	10	pr469		10	10																																					0
Cornerstone of the Roflworld		1		1	1	120	100	jew	Jewel	Ball Lightning	balllightning		NEW AND IMPROVED			5	5000					so0		so0	pr204	340	1	1	pr202		10	10	pr469		10	10																																					0
Cornerstone of the Roflworld		1		1	1	120	100	jew	Jewel	Shadow Avatar	shadowavatar		NEW AND IMPROVED			5	5000					so0		so0	pr204	474	1	1	pr202		10	10	pr469		10	10																																					0
Cornerstone of the Roflworld		1		1	1	120	100	jew	Jewel	Jitans Gate	jitansgate		NEW AND IMPROVED			5	5000					so0		so0	pr204	303	1	1	pr202		10	10	pr469		10	10																																					0
Cornerstone of the Roflworld		1		1	1	120	100	jew	Jewel	Bloodstar	bloodstar		NEW AND IMPROVED			5	5000					so0		so0	pr204	313	1	1	pr202		10	10	pr469		10	10																																					0
Cornerstone of the Roflworld		1		1	1	120	100	jew	Jewel	Blood Fury	bloodfury		NEW AND IMPROVED			5	5000					so0		so0	pr204	372	1	1	pr202		10	10	pr469		10	10																																					0
Cornerstone of the Roflworld		1		1	1	120	100	jew	Jewel	Shock Flower	shockflower		NEW AND IMPROVED			5	5000					so0		so0	pr204	461	1	1	pr202		10	10	pr469		10	10																																					0
Cornerstone of the Roflworld		1		1	1	120	100	jew	Jewel	Summon Sinner	summonsinner		NEW AND IMPROVED			5	5000					so0		so0	pr204	419	1	1	pr202		10	10	pr469		10	10																																					0
Cornerstone of the Roflworld		1		1	1	120	100	jew	Jewel	Summon Avalanche	summonavalanche		NEW AND IMPROVED			5	5000					so0		so0	pr204	314	1	1	pr202		10	10	pr469		10	10																																					0
Cornerstone of the Roflworld		1		1	1	120	100	jew	Jewel	Summon Glowing Fungus	summonglowingf		NEW AND IMPROVED			5	5000					so0		so0	pr204	355	1	1	pr202		10	10	pr469		10	10																																					0
Cornerstone of the Roflworld		1		1	1	120	100	jew	Jewel	Rune of Mana	runeofmana		NEW AND IMPROVED			5	5000					so0		so0	pr204	451	1	1	pr202		10	10	pr469		10	10																																					0
Cornerstone of the Roflworld		1		1	1	120	100	jew	Jewel	Player Dynamite	barreloffun		NEW AND IMPROVED			5	5000					so0		so0	pr204	396	1	1	pr202		10	10	pr469		10	10																																					0
Cornerstone of the Roflworld		1		1	1	120	100	jew	Jewel	Cone of Cold	coneofcold		NEW AND IMPROVED			5	5000					so0		so0	pr204	398	1	1	pr202		10	10	pr469		10	10																																					0
Cornerstone of the Roflworld		1		1	1	120	100	jew	Jewel	ATMG Sentry	atmgsentry		NEW AND IMPROVED			5	5000					so0		so0	pr204	458	1	1	pr202		10	10	pr469		10	10																																					0
