Id	hcIdx	BaseId	NextInClass	TransLvl	NameStr	MonStatsEx	MonProp	MonType	AI	DescStr	Code	* Laz / status	* Laz / new	enabled	rangedtype	placespawn	spawn	spawnx	spawny	spawnmode	minion1	minion2	SetBoss	BossXfer	PartyMin	PartyMax	MinGrp	MaxGrp	sparsePopulate	Velocity	Run	Rarity	Level	Level(N)	Level(H)	MonSound	UMonSound	threat	aidel	aidel(N)	aidel(H)	aidist	aidist(N)	aidist(H)	aip1	aip1(N)	aip1(H)	aip2	aip2(N)	aip2(H)	aip3	aip3(N)	aip3(H)	aip4	aip4(N)	aip4(H)	aip5	aip5(N)	aip5(H)	aip6	aip6(N)	aip6(H)	aip7	aip7(N)	aip7(H)	aip8	aip8(N)	aip8(H)	MissA1	MissA2	MissS1	MissS2	MissS3	MissS4	MissC	MissSQ	Align	isSpawn	isMelee	npc	interact	inventory	inTown	lUndead	hUndead	demon	flying	opendoors	boss	primeevil	killable	switchai	noAura	nomultishot	neverCount	petIgnore	deathDmg	genericSpawn	zoo	SendSkills	Skill1	Sk1mode	Sk1lvl	Skill2	Sk2mode	Sk2lvl	Skill3	Sk3mode	Sk3lvl	Skill4	Sk4mode	Sk4lvl	Skill5	Sk5mode	Sk5lvl	Skill6	Sk6mode	Sk6lvl	Skill7	Sk7mode	Sk7lvl	Skill8	Sk8mode	Sk8lvl	Drain	Drain(N)	Drain(H)	coldeffect	coldeffect(N)	coldeffect(H)	ResDm	ResMa	ResFi	ResLi	ResCo	ResPo	ResDm(N)	ResMa(N)	ResFi(N)	ResLi(N)	ResCo(N)	ResPo(N)	ResDm(H)	ResMa(H)	ResFi(H)	ResLi(H)	ResCo(H)	ResPo(H)	DamageRegen	SkillDamage	noRatio	NoShldBlock	ToBlock	ToBlock(N)	ToBlock(H)	Crit	minHP	maxHP	AC	Exp	A1MinD	A1MaxD	A1TH	A2MinD	A2MaxD	A2TH	S1MinD	S1MaxD	S1TH	MinHP(N)	MaxHP(N)	AC(N)	Exp(N)	A1MinD(N)	A1MaxD(N)	A1TH(N)	A2MinD(N)	A2MaxD(N)	A2TH(N)	S1MinD(N)	S1MaxD(N)	S1TH(N)	MinHP(H)	MaxHP(H)	AC(H)	Exp(H)	A1MinD(H)	A1MaxD(H)	A1TH(H)	A2MinD(H)	A2MaxD(H)	A2TH(H)	S1MinD(H)	S1MaxD(H)	S1TH(H)	El1Mode	El1Type	El1Pct	El1MinD	El1MaxD	El1Dur	El1Pct(N)	El1MinD(N)	El1MaxD(N)	El1Dur(N)	El1Pct(H)	El1MinD(H)	El1MaxD(H)	El1Dur(H)	El2Mode	El2Type	El2Pct	El2MinD	El2MaxD	El2Dur	El2Pct(N)	El2MinD(N)	El2MaxD(N)	El2Dur(N)	El2Pct(H)	El2MinD(H)	El2MaxD(H)	El2Dur(H)	El3Mode	El3Type	El3Pct	El3MinD	El3MaxD	El3Dur	El3Pct(N)	El3MinD(N)	El3MaxD(N)	El3Dur(N)	El3Pct(H)	El3MinD(H)	El3MaxD(H)	El3Dur(H)	TreasureClass1	TreasureClass2	TreasureClass3	TreasureClass4	TreasureClass1(N)	TreasureClass2(N)	TreasureClass3(N)	TreasureClass4(N)	TreasureClass1(H)	TreasureClass2(H)	TreasureClass3(H)	TreasureClass4(H)	TCQuestId	TCQuestCP	SplEndDeath	SplGetModeChart	SplEndGeneric	SplClientEnd	*eol
ms1831	1831	ms1831			kbossIce	ms1220	mp377	mt2	ma93		(W  			1													1	1					85	115	120	mo61	mo61	8	1	1	1	80	80	80	3	3	3	75	75	75	25	25	25	1	1	1	12	12	12	20	20	20							ml2690									1				1						1	1	1	1										sk119	A1	90																						100	100	100	100	100	100	1000	1000	1000	1000	50	1000	1000	1000	1000	1000	50	1000	1000	1000	1000	1000	50	1000	5			1	25	50	75		2000	2000	680		625	812	900	625	812	900				2000	2000	540		513	667	900	513	667	900				2000	2000	340		500	650	900	500	650	900																																														Act 5 Unique C	Act 5 Unique C	Act 5 Unique C		Act 5 (N) Unique C	Act 5 (N) Unique C	Act 5 (N) Unique C		Kabraxis Elemboss3	Kabraxis Elemboss3	Kabraxis Elemboss3								0
ms1832	1832	ms1832			kbossEarth	ms1221	mp377	mt2	ma93		%C  			1													1	1					85	115	120	mo82	mo82	8	1	1	1	80	80	80	3	3	3	75	75	75	25	25	25	1	1	1	12	12	12	20	20	20							ml2691									1				1						1	1	1	1										sk880	SC	30																						100	100	100	-20	-20	-20	50	1000	1000	1000	1000	1000	50	1000	1000	1000	1000	1000	50	1000	1000	1000	1000	1000	5			1	25	50	75		2000	2000	680		650	687	900	650	687	900				2000	2000	540		533	564	900	533	564	900				2000	2000	340		520	550	900	520	550	900																																														Act 5 Unique C	Act 5 Unique C	Act 5 Unique C		Act 5 (N) Unique C	Act 5 (N) Unique C	Act 5 (N) Unique C		Kabraxis Elemboss4	Kabraxis Elemboss4	Kabraxis Elemboss4								0
ms1833	1833	ms1833			kbossMagic	ms1222	mp377	mt2	ma93		1E  			1													1	1					85	115	120	mo128	mo128	8	1	1	1	80	80	80	1	1	1	5	5	5	225	225	225	1	1	1	150	150	150	75	75	75							ml2692									1				1						1	1	1	1										sk536	A2	30																						100	100	100	-20	-20	-20	1000	50	1000	1000	1000	1000	1000	50	1000	1000	1000	1000	1000	50	1000	1000	1000	1000	5			1	25	50	75		2000	2000	680		625	812	900	625	812	900				2000	2000	540		513	667	900	513	667	900				2000	2000	340		500	650	900	500	650	900																																														Act 5 Unique C	Act 5 Unique C	Act 5 Unique C		Act 5 (N) Unique C	Act 5 (N) Unique C	Act 5 (N) Unique C		Kabraxis Elemboss5	Kabraxis Elemboss5	Kabraxis Elemboss5								0
ms1834	1834	ms1834			kbPillarOfSkulls	ms1212	mp378	mt2	ma63		P#  			1													1	1					95	115	120	mo0	mo0	1	1	1	1	80	80	80	60	60	60	100	100	100	200	200	200	20	20	20																						1				1							1	1	1										sk648	mq75	30																												80	80	80	80	80	1000	80	80	80	80	80	1000	80	80	80	80	80	1000									500	500	500											500	500	500											500	500	500																																																																							0
ms1835	1835	ms1835			kbKabraxis	ms1223	mp379	mt2	ma53		2@  			1									1				1	1		11	11		95	115	120	mo159	mo159	14	3	2	1	80	80	80	100	100	100	35	35	35	95	95	95	20	20	20	20	20	20				9	9	9	30	30	30										1				1				1		1	1	1	1										sk312	A2	25	sk1165	A2	40	sk312	A2	25	sk1050	A2	10	sk199	A2	10										100	100	100	-20	-20	-20	90	90	90	90	90	1000	90	90	90	90	90	1000	90	90	90	90	90	1000				1	50	50	50		2000	2000	1206		437	562	1740	437	562	1740				2000	2000	953		360	460	1740	360	460	1740				2000	2000	600		350	450	1740	350	450	1740																																														Baal	Act 5 Champ C	Act 5 Unique C		Baal (N)	Act 5 (N) Champ C	Act 5 (N) Unique C		Kabraxis Drop	Kabraxis Drop	Kabraxis Drop								0
ms1836	1836	ms1836		4	kbSkeleton	ms1224	mp380	mt9	ma72		SK  			1													1	1		10	10	1	95	115	120	mo109	mo109	10	1	1	1	80	80	80	99	99	99	1	1	1	100	100	100	1	1	1																						1	1			1		1				1			1																																		100	100	100	-20	-20	-20						150						150						150					30	30	30		1120	1120	400		425	475	900	425	475	900				588	588	350		350	390	900	350	390	900				550	550	220		340	380	900	340	380	900				A1	rand	100	1	200		100	1	200		100	1	200		A2	rand	100	1	200		100	1	200		100	1	200																																		0
ms1837	1837	ms1837		2	kbFiend	ms1225	mp381	mt47	ma117		VC  			1													1	2		20	23		95	115	120	mo129	mo129	9	1	1	1	80	80	80	15	15	15	5	5	5	99	99	99	5	5	5																						1	1			1						1			1						1																												100	100	100	-20	-20	-20						150						150						150					38	38	38		1120	1120	400		425	475	900	425	475	900				588	588	350		350	390	900	350	390	900				550	550	220		340	380	900	340	380	900																																																																0
ms1838	1838	ms1838			reanKabraxis	ms1223	mp382	mt2	ma73		2@  			1													1	1		20	20		95	115	120	mo159	mo159	14	1	1	1	120	120	120	99	99	99	95	95	95	95	95	95	1	1	1				75	75	75	85	85	85													1				1						1	1	1	1										sk926	A1	15	sk1041	SC	30																			100	100	100	-20	-20	-20	85	85	85	85	85	85	85	85	85	85	85	85	85	85	85	85	85	85					50	50	50		2000	2000	1206		437	562	1740	437	562	1740				2000	2000	953		360	460	1740	360	460	1740				2000	2000	600		350	450	1740	350	450	1740																																																																0
ms1839	1839	ms1839			super_trolled	ms1207	mp23	mt4	ma96		!7  			1													1	1		1						mo159	mo159	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1																						1				1						1			1																																																																		1	1	1											1	1	1											1	1	1																																																																							0
ms1840	1840	ms1141		3	Darkwarden	ms957	mp383	mt40	ma27		PN  			1													1	1	50	3	3	1	50	80	120	mo92	mo92	10	3	2	1				100	100	100	50	50	50	10	10	10	55	55	55	1	1	1	5	5	5																1	1			1						1			1	1			1				1		sk658	A2	1																						100	100	100	-20	-20	-20	90	100	90	90	90	90	90	100	90	90	90	90	90	100	90	90	90	90					27	27	27		2000	2000	1000	400	140	160	500	140	160	500				750	1024	250	400	175	200	500	175	200	500				2000	2000	1500		450	650	1500	210	240	500																																																																0
ms1841	1841	ms234			rathma_flyingscimitar	ms234	mp384	mt5	ma47		ST  			1													1	1	50	5	5	1	120	120	120	mo58	mo58	10	3	2	1				90	95	100	90	90	90	1	1	1	70	75	80																						1	1			1					1				1	1			1				1		sk409	mq1	1																						100	100	100	-20	-20	-20	90	999	90	90	90	999	90	999	90	90	90	999	90	999	90	90	90	999	50				13	13	13		1500	1500	500		50	110	200							1500	1500	100	90	50	110	200							1500	1500	1000		250	500	900																																																																			0
ms1842	1842	ms1842			InariusMNX	ms859	mp279	mt2	ma28		(1  			1													1	1		14	16	1	85	115	120	mo142	mo142	15	3	2	1	80	80	80	75	75	75	100	100	100	70	70	70	20	20	20	7	7	7																			1	1			1				1		1	1		1													sk572	A1	1	sk459	A1	40																100	100	100	-20	-20	-20	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50					50	50	50		400	450	150	3000	400	600	650							425	475	150	4000	500	700	650							450	500	150	5000	600	800	650							A1	stun	100			50	100			75	100			100																													Baal	Act 5 Champ C	Act 5 Unique C		Baal (N)	Act 5 (N) Champ C	Act 5 (N) Unique C		Baal (H)	Act 5 (H) Champ C	Act 5 (H) Unique C								0
ms1843	1843	ms1843			BullPrinceRodeoMNX	ms1071	mp317	mt52	ma53		EC  			1													1	1	1	9	9	1	85	115	120	mo67	mo67	14	3	2	1	80	80	80	100	100	100	35	35	35	95	95	95	20	20	20	20	20	20				8	8	8	30	30	30										1				1					1	1	1	1	1										sk856	A2	40				sk856	A2	40	sk346	A2	1	sk855	A2	40										100	100	100	-20	-20	-20	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	8				18	18	18		1800	1800	250	2000	200	350	450	200	350	450	200	350	500	1900	1900	250	2000	225	325	450	225	325	450	225	325	500	2000	2000	250	2000	250	300	450	250	300	450	250	300	500																																											Baal	Act 5 Champ C	Act 5 Unique C		Baal (N)	Act 5 (N) Champ C	Act 5 (N) Unique C		Rodeo Reward	Act 5 (H) Champ C	Act 5 (H) Unique C								0
ms1844	1844	ms1844			ImperiusMNX	ms1027	mp312	mt2	ma28		~z  			1													1	1		13	15	1	90	115	120	mo35	mo35	15	3	2	1	100	100	100	25	25	25	100	100	100	50	50	50	15	22	30	7	7	7																			1	1			1						1	1		1			1							sk770	SC	1	sk762	SC	20	sk648	A1	20																100	100	100	-20	-20	-20	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50					50	50	50		1100	1300	150	5000	105	150	700							1250	1450	150	5000	115	225	700							1400	1600	150	5000	125	300	700							A1	stun	100			50	100			75	100			100																													Act 5 Cast C	Act 5 Champ C	Act 5 Unique C		Act 5 (N) Cast C	Act 5 (N) Champ C	Act 5 (N) Unique C		Imperius Reward	Act 5 (H) Champ C	Act 5 (H) Unique C								0
ms1845	1845	ms1845			MalthaelMNX	ms1028	mp313	mt2	ma28		~z  			1													1	1		13	15	1	90	115	120	mo35	mo35	15	3	2	1	100	100	100	25	25	25	100	100	100	50	50	50	15	22	30	7	7	7																			1	1			1						1	1		1			1							sk770	SC	1	sk762	SC	20	sk648	A1	20																100	100	100	-20	-20	-20	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50					50	50	50		1100	1300	150	5000	105	150	700							1250	1450	150	5000	115	225	700							1400	1600	150	5000	125	300	700							A1	stun	100			50	100			75	100			100																													Act 5 Cast C	Act 5 Champ C	Act 5 Unique C		Act 5 (N) Cast C	Act 5 (N) Champ C	Act 5 (N) Unique C		Imperius Reward	Act 5 (H) Champ C	Act 5 (H) Unique C								0
ms1846	1846	ms1846			AndarielMNX	ms156	mp256	mt2	ma28		AN  			1											2	4	1	1		10	10		15	61	120	mo5	mo5	14	3	2	1	70	70	70	25	25	25	80	80	80	50	50	50	15	15	15	7	7	7																							1				1		1	1	1	1										sk735	A1	5	sk824	A1	24				sk491	A1	6													100	100	100	-20	-20	-20																						1		20	40		2500	2500	100	2000	250	300	500							2000	2000	100	2000	350	400	500							1500	1500	100	2000	450	500	500							A1	pois	100	40	60	30	100	60	80	60	100	80	100	90																													Andariel (D)	Andariel (D)	Andariel (D)	Andarielq (D)	Andariel (N) (D)	Andariel (N) (D)	Andariel (N) (D)	Andarielq (N) (D)	Andariel (H) (D)	Andariel (H) (D)	Andariel (H) (D)	Andarielq (H) (D)							0
ms1847	1847	ms1847			JurisKhanMNX	ms898	mp297	mt49	ma28		UM  			1	1												1	1		8	8	1	90	115	120	mo44	mo44	10	3	2	1	80	80	80				100	100	100	65	70	75	50	60	70	7	7	7																			1				1		1	1			1	1		1										sk629	S1	40	sk676	S1	10	sk676	S1	10	sk629	S1	40													100	100	100	-20	-20	-20	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90					29	29	29		450	500	190	2000	260	505	605	260	505	605				460	505	190	2000	270	510	605	420	510	605				470	510	190	2000	280	515	605	580	515	605																																														Act 5 Super C	Act 5 Champ C	Act 5 Unique C		Act 5 (N) Super C	Act 5 (N) Champ C	Act 5 (N) Unique C		Act 5 (H) Super C	Act 5 (H) Champ C	Act 5 (H) Unique C								0
ms1848	1848	ms1848			QuovTsinMNX	ms1050	mp315	mt4	ma53		2#  			1													1	1	4	9	9	1	90	115	120	mo153	mo153	14	3	2	1	80	80	80	100	100	100	15	15	15	95	95	95	20	20	20	20	20	20				5	5	5	30	30	30										1				1					1	1	1	1	1										sk836	A2	1	sk820	A2	40	sk836	A2	1	sk836	A2	1													100	100	100	-20	-20	-20	75	75	75	75	75	1000	75	75	75	75	75	1000	75	75	75	75	75	1000					18	18	18		2000	2000	250	10000										2000	2000	250	10000										2000	2000	250	10000																																																				Baal	Act 5 Champ C	Act 5 Unique C		Baal (N)	Act 5 (N) Champ C	Act 5 (N) Unique C		Laz Reward	Act 5 (H) Champ C	Act 5 (H) Unique C								0
ms1849	1849	ms1849			SkovosMNX	ms903	mp299	mt4	ma35		9X  			1	1										6	7	1	1		8	8	1	60	115	120	mo1	mo1	8	3	2	1	100	100	100	20	20	20	90	95	100	3	2	1	75	75	75	15	15	15	25	25	25	8	8	8	30	30	30										1				1						1	1		1										sk279	A1	1	sk303	SC	8	sk640	SC	1																100	100	100	-20	-20	-20					100						100						100						15	15	15		975	1330	250		425	550	400							1275	1630	250		455	570	400							1575	1930	250	6000	485	590	400							A1	fire	100	150	250		100	150	250		100	150	250																														Skovos Reward	Act 5 Champ C	Act 5 Unique C		Baal (N)	Act 5 (N) Champ C	Act 5 (N) Unique C		Hell Reward	Act 5 (H) Champ C	Act 5 (H) Unique C								0
ms1850	1850	ms1850			HepharetusMNX	ms904	mp300	mt4	ma35		9X  			1	1										6	7	1	1		8	8	1	60	115	120	mo1	mo1	8	3	2	1	100	100	100	20	20	20	90	95	100	3	2	1	75	75	75	15	15	15	25	25	25	8	8	8	30	30	30										1				1						1	1		1										sk279	A1	1	sk303	SC	8	sk640	SC	1																100	100	100	-20	-20	-20			100						100						100								15	15	15		975	1330	250		425	550	400							1275	1630	250		455	570	400							1575	1930	250	6000	485	590	400							A1	fire	100	150	250		100	150	250		100	150	250																														Philios Reward	Act 5 Champ C	Act 5 Unique C		Baal (N)	Act 5 (N) Champ C	Act 5 (N) Unique C		Hell Reward	Act 5 (H) Champ C	Act 5 (H) Unique C								0
ms1851	1851	ms1851			LycanderMNX	ms905	mp301	mt4	ma35		9X  			1	1										6	7	1	1		8	8	1	60	115	120	mo1	mo1	8	3	2	1	100	100	100	20	20	20	90	95	100	3	2	1	75	75	75	15	15	15	25	25	25	8	8	8	30	30	30										1				1						1	1		1										sk279	A1	1	sk303	SC	8	sk640	SC	1																100	100	100	-20	-20	-20				100						100						100							15	15	15		975	1330	250		425	550	400							1275	1630	250		455	570	400							1575	1930	250	6000	485	590	400							A1	ltng	100	150	250		100	150	250		100	150	250																														Lycander Reward	Act 5 Champ C	Act 5 Unique C		Baal (N)	Act 5 (N) Champ C	Act 5 (N) Unique C		Hell Reward	Act 5 (H) Champ C	Act 5 (H) Unique C								0
ms1852	1852	ms1852		4	HorazonsFamiliarMNX	ms810	mp286	mt38	ma16		BT  			1													1	1		10	10	1	60	115	120	mo143	mo143	10	3	2	1	80	80	80	30	30	30	16	17	18	75	75	75	50	50	50	8	7	6																			1	1			1					1	1			1	1							1		sk292	mq60	1																						100	100	100	-20	-20	-20	95	95	95	95	95	95	95	95	95	95	95	95	95	95	95	95	95	95					27	27	27		900	1100	100	90	250	290	380	250	290	380				1050	1250	150	90	350	390	380	350	390	380				1200	1400	200	90	450	490	380	450	490	380				A1	ltng	100	1	5		100	1	5		100	1	5		A2	ltng	100	1	5		100	1	5		100	1	5																Familiar Reward	Act 5 Champ C	Act 5 Unique C		Familiar (N) Reward	Act 5 (N) Champ C	Act 5 (N) Unique C		Familiar (H) Reward	Act 5 (H) Champ C	Act 5 (H) Unique C								0
ms1853	1853	ms1853			TalRashaMNX	ms841	mp272	mt4	ma28		IW  			1											18	18	1	1		6	9	1	65	115	120	mo3	mo3	14	3	2	1	80	80	80	3	2	1	95	98	100	70	70	70	15	15	15	7	7	7																			1				1						1	1		1										sk1161	SC	60	sk680	mq66	45				sk998	SC	60													100	100	100	-20	-20	-20	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50					19	19	19		1200	1300	150	800	195	350	220							1350	1550	150		210	400	220							1500	1800	150	800	225	450	220																																																	Act 5 Cast C	Act 5 Champ C	Act 5 Unique C		Act 5 (N) Cast C	Act 5 (N) Champ C	Act 5 (N) Unique C		Tal Rasha Reward	Tal Rasha Reward	Tal Rasha Reward								0
ms1854	1854	ms1854			DurielMNX	ms211	mp257	mt2	ma44		DU  			1													1	1		13	19		28	69	120	mo48	mo48		6	4	2				5	7	12	25	25	25	5	5	5	50	50	50	25	25	25																				1			1				1			1	1	1										sk107	mq35	5	sk354	mq37	17	sk395	mq37	1																100	100	100	-20	-20	-20																						1		25	50		1500	1500	90	4000	75	150	750	75	150	750	1	2	100	1500	1500	90	4000	175	250	750	175	250	750	1	2	100	1500	1500	90	4000	275	350	750	275	350	750	1	2	100	A2	stun	100			25	100			50	100			75																													Duriel (D)	Duriel (D)	Duriel (D)	Durielq (D)	Duriel (N) (D)	Duriel (N) (D)	Duriel (N) (D)	Durielq (N) (D)	Duriel (H) (D)	Duriel (H) (D)	Duriel (H) (D)	Durielq (H) (D)							0
ms1855	1855	ms1855			LordPrimusMNX	ms885	mp292	mt2	ma28		$f  			1													1	1		13	15	1	80	115	120	mo147	mo147	15	3	2	1	80	80	80	75	75	75	100	100	100	70	70	70	25	25	25	7	7	7																			1	1			1						1	1		1	1									sk475	A1	5	sk619	SC	13	sk619	SC	14	sk475	A1	7													100	100	100	-20	-20	-20																							50	50	50		1500	1500	200	5500	300	400	405							1425	1425	200		400	550	405							1350	1350	200	5500	500	700	405							A1	burn	100	8000	10000	100	100	8000	10000	100	100	8000	10000	100																													Baal	Act 5 Champ C	Act 5 Unique C		Baal (N)	Act 5 (N) Champ C	Act 5 (N) Unique C		Baal (H)	Act 5 (H) Champ C	Act 5 (H) Unique C								0
ms1856	1856	ms1856			MephistoMNX	ms242	mp258	mt2	ma28		^M  			1											5	7	1	1		10	10		40	90	120	mo83	mo83	14	3	2	1	100	100	100	25	25	25	100	100	100	50	50	50	10	10	10	7	7	7																							1				1		1	1	1	1										sk825	A1	26	sk399	A1	12	sk236	A1	7	sk825	A1	26													100	100	100	-20	-20	-20	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75				1	20	40	50		2000	2000	100	5000	250	300	600							2000	2000	100	5000	350	400	600							2000	2000	100	5000	450	500	600																																																	Mephisto (D)	Mephisto (D)	Mephisto (D)	Mephistoq (D)	Mephisto (N) (D)	Mephisto (N) (D)	Mephisto (N) (D)	Mephistoq (N) (D)	Mephisto (H) (D)	Mephisto (H) (D)	Mephisto (H) (D)	Mephistoq (H) (D)							0
ms1857	1857	ms1857			DarkStarDragonMNX	ms1045	mp314	mt2	ma28		!D  			1													1	1		12	12	1	85	115	120	mo134	mo134	14	3	2	1	80	80	80	25	25	25	80	80	80	50	50	50	15	15	15	7	7	7																			1				1				1		1	1	1	1			1							sk487	mq0	1	sk536	A1	20	sk580	A1	20																100	100	100	-20	-20	-20	75	75	75	75	75	1000	75	75	75	75	75	1000	75	75	75	75	75	1000									1800	1800	240	7800	410	620	750							1850	1850	240	7800	460	670	750							1900	1900	240	7800	510	720	750							A1	burn	100	120	150	30	100	140	170	60	100	160	190	90																													Baal	Act 5 Champ C	Act 5 Unique C		Baal (N)	Act 5 (N) Champ C	Act 5 (N) Unique C		Baal (H)	Act 5 (H) Champ C	Act 5 (H) Unique C								0
ms1858	1858	ms1858			BaalMNX	ms544	mp260	mt2	ma34		42  			1													1	1		23	23		60	100	120	mo8	mo8	14	3	2	1	100	100	100	25	25	25	2	2	2	10	10	10	15	15	15																										1				1		1	1	1	1												20	sk646	A1	10																			100	100	100	-20	-20	-20	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75				1	40	45	55		2000	2000	100	5000	300	500	600	300	500	600				2000	2000	100	5000	400	600	600	400	600	600				2000	2000	100	5000	500	700	600	500	700	600																																														Baal (D)	Baal (D)	Baal (D)	Baalq (D)	Baal (N) (D)	Baal (N) (D)	Baal (N) (D)	Baalq (N) (D)	Baal (H) (D)	Baal (H) (D)	Baal (H) (D)	Baalq (H) (D)							0
ms1859	1859	ms1859			MalicMNX	ms871	mp391	mt4	ma53		0!  			1													1	1		6	6	1	65	115	120	mo144	mo144	14	3	2	1	80	80	80	100	100	100	95	95	95	66	66	66	40	40	40	80	80	80				5	5	5	35	35	35										1				1						1			1										sk30	SC	40	sk111	SC	40	sk30	SC	40	sk563	SC	15	sk136	SC	50										100	100	100	-20	-20	-20																							18	18	18		500	505	125	375										550	555	125	375										600	605	125	375																																																				Act 5 Cast C	Act 5 Champ C	Act 5 Unique C		Act 5 (N) Cast C	Act 5 (N) Champ C	Act 5 (N) Unique C		Act 5 (H) Cast C	Act 5 (H) Champ C	Act 5 (H) Unique C								0
ms1860	1860	ms1860			LordAldricJitanMNX	ms891	mp295	mt4	ma73		GU  			1	1										20	20	1	1		11	11	1	80	115	120	mo2	mo2	10	3	2	1	80	80	80	40	40	40	90	90	90	97	97	97	1	1	1				1	1	1	99	99	99													1	1									1	1		1										sk804	A1	6	sk626	A1	20																			100	100	100	-20	-20	-20	50	50	50	50	50	750	50	50	50	50	50	750	50	50	50	50	50	750					27	27	27		1700	1800	200	2250	520	570	555							1800	1890	200	2250	560	600	555							1900	1980	200	2250	600	630	555																																																	Act 5 Cast C	Act 5 Champ C	Act 5 Unique C		Act 5 (N) Cast C	Act 5 (N) Champ C	Act 5 (N) Unique C		Aldric Reward	Act 5 (H) Champ C	Act 5 (H) Unique C								0
ms1861	1861	ms1861			TheButcherMNX	ms846	mp276	mt2	ma98		BU  			1													1	1		14	14	1	60	115	120	mo141	mo141	14	3	2	1																																					1	1			1				1		1	1		1																																		100	100	100	-20	-20	-20	200	200	200	200	200	1000	200	200	200	200	200	1000	200	200	200	200	200	1000					13	13	13		1500	1700	100	105	400	700	1000							1600	1800	100	105	475	800	1000							1700	1900	100	105	650	900	1000																																																	Act 5 Cast C	Act 5 Champ C	Act 5 Unique C		Act 5 (N) Cast C	Act 5 (N) Champ C	Act 5 (N) Unique C		Butcher Reward	Butcher Reward	Butcher Reward								0
ms1862	1862	ms1862			DiabloMNX	ms243	mp259	mt2	ma28		DI  			1											10	12	1	1		8	8		50	95	120	mo43	mo43	14	3	2	1	100	100	100	25	25	25	100	100	100	50	50	50	25	25	25	7	7	7																							1				1		1	1	1	1													sk927	A1	1	sk453	A1	50	sk1007	A1	30													100	100	100	-20	-20	-20	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75				1	50	50	50		2000	2000	100	5000	400	600	600	400	600	600				2000	2000	100	5000	500	700	600	500	700	600				2000	2000	100	5000	600	800	600	600	800	600																																														Diablo (D)	Diablo (D)	Diablo (D)	Diabloq (D)	Diablo (N) (D)	Diablo (N) (D)	Diablo (N) (D)	Diabloq (N) (D)	Diablo (H) (D)	Diablo (H) (D)	Diablo (H) (D)	Diabloq (H) (D)							0
