skilldesc	SkillPage	SkillRow	SkillColumn	ListRow	ListPool	* Laz / counter	IconCel	str name	str short	str long	str alt	str mana	descdam	ddam calc1	ddam calc2	p1dmelem	p1dmmin	p1dmmax	p2dmelem	p2dmmin	p2dmmax	p3dmelem	p3dmmin	p3dmmax	descatt	descmissile1	descmissile2	descmissile3	descline1	desctexta1	desctextb1	desccalca1	desccalcb1	descline2	desctexta2	desctextb2	desccalca2	desccalcb2	descline3	desctexta3	desctextb3	desccalca3	desccalcb3	descline4	desctexta4	desctextb4	desccalca4	desccalcb4	descline5	desctexta5	desctextb5	desccalca5	desccalcb5	descline6	desctexta6	desctextb6	desccalca6	desccalcb6	dsc2line1	dsc2texta1	dsc2textb1	dsc2calca1	dsc2calcb1	dsc2line2	dsc2texta2	dsc2textb2	dsc2calca2	dsc2calcb2	dsc2line3	dsc2texta3	dsc2textb3	dsc2calca3	dsc2calcb3	dsc2line4	dsc2texta4	dsc2textb4	dsc2calca4	dsc2calcb4	dsc3line1	dsc3texta1	dsc3textb1	dsc3calca1	dsc3calcb1	dsc3line2	dsc3texta2	dsc3textb2	dsc3calca2	dsc3calcb2	dsc3line3	dsc3texta3	dsc3textb3	dsc3calca3	dsc3calcb3	dsc3line4	dsc3texta4	dsc3textb4	dsc3calca4	dsc3calcb4	dsc3line5	dsc3texta5	dsc3textb5	dsc3calca5	dsc3calcb5	dsc3line6	dsc3texta6	dsc3textb6	dsc3calca6	dsc3calcb6	dsc3line7	dsc3texta7	dsc3textb7	dsc3calca7	dsc3calcb7	eol
sd657						new skill		SkillnameBlossom	SkillsdBlossom	SkillsdBlossom	SkillanBlossom	StrSkill3	5												1				1					10																																								18	DescItemSkill				40	Sksyn	SkillnameBlossom	4		65	strchrenghard	DescFireSyn			67	DescCurrentSyn	DescPctNoS	(260*(stat('is1'.accr)+10))/(stat('is1'.accr)+250)+min((stat('is1'.accr)*stat('is485'.accr))/15000+(stat('is0'.accr)*stat('is278'.accr))/15000,200)																						0
sd658								SkillnamePunish	SkillsdPunish	SkillsdPunish	SkillnamePunish	StrSkill3	5																1					14					12	DescDelayZ		max(135-(((220*lvl)*(par2-par1))/(100*(lvl+50))+par1),0)																						3	DescPunishzors	DescBlank	clc1		18	DescBlank				18	DescItemSkill				40	Sksyn	SkillnamePunish	4		65	strchrenghard	DescPoisSyn			67	DescCurrentSyn	DescPctNoS	(260*(stat('is1'.accr)+10))/(stat('is1'.accr)+250)+min((stat('is1'.accr)*stat('is485'.accr))/15000+(stat('is0'.accr)*stat('is278'.accr))/15000,200)																						0
sd659								SkillnameWrath	SkillsdWrath	SkillsdWrath	SkillnameWrath	StrSkill3	5																1					10					9																									7	DescFireballs		16		18	DescBlank				18	DescItemSkill				40	Sksyn	SkillnameWrath	4		65	strchrenghard	DescPhFSyn			67	DescCurrentSyn	DescPctNoS	(260*(stat('is1'.accr)+10))/(stat('is1'.accr)+250)+min((stat('is1'.accr)*stat('is485'.accr))/15000+(stat('is0'.accr)*stat('is278'.accr))/15000,200)																						0
sd660						amazon innate	18	SkillnameBloodlust	SkillsdBloodlust	SkillsdBloodlust	SkillnameBloodlust	StrSkill3																	1					12	StrSkill20		((par7+ulvl*50)*(100+stat('is409'.accr)))/100		2	DescDmgMPH	StrSkill23	10		2	StrSkill75	StrSkill23	10+stat('is381'.accr)		2	StrSkill4	StrSkill23	15+stat('is380'.accr)																						18	DescInnateSkill																																							0
sd661						assassin innate	20	SkillnameBloodbath	SkillsdBloodbath2	SkillsdBloodbath2	SkillnameBloodbath	StrSkill3	7	clc1											1				1					12	StrSkill20		((par7+skill('sk1254'.blvl)*5)*(100+stat('is409'.accr)))/100		18	BloodbathDescLong																																		18	DescInnateSkill																																							0
sd662						barbarian innate	13	SkillnameTitanStrike	SkillsdTitanStrike	SkillsdTitanStrike	SkillnameTitanStrike	StrSkill3	7	clc1											1				1					12	StrSkill20		((250+ulvl)*(100+stat('is409'.accr)))/100		12	DescRegenAll		1000		2	StrSkill21	StrSkill23	10		2	DescStrDexAM	StrSkill23	25		18	DescInnateTitanAtt																			18	DescInnateSkill																																							0
sd663						druid innate	14	SkillnameMOTW	SkillsdMOTW	SkillsdMOTW	SkillanMOTW	StrSkill3																	1					12	StrSkill20		(((par7+stat('is0'.base)*5)*(100+stat('is409'.accr)))*(100+stat('is389'.accr)))/10000		2	StrSkill75	StrSkill23	10+stat('is388'.accr)		2	StrSkill4	StrSkill23	20+stat('is387'.accr)		2	StrSkill106	StrSkill23	par1																						18	DescInnateSkill																																							0
sd664						necromancer innate	16	SkillnameUnholyArmor	SkillsdUnholyArmor	SkillsdUnholyArmor	SkillnameUnholyArmor	StrSkill3																	1					12	StrSkill20		50+ulvl		12	DescDelayZ		par5																																18	DescInnateSkill																																							0
sd665						paladin innate	17	SkillnameVindicate	SkillsdVindicate	SkillsdVindicate	SkillnameVindicate	StrSkill3																	1					12	DescCurseDur3		(par3*(100+stat('is409'.accr)))/100		18	DescWhenCursedDiesVI				12	StrSkill20		250		12	DescRegenAll		1000-ulvl*5		2	StrSkill4	StrSkill23	(50+ulvl*2)+stat('is395'.accr)																	18	DescInnateSkill																																							0
sd666						sorceressinnate	21	SkillnameRiftwalk	SkillsdRiftwalk	SkillsdRiftwalk	SkillnameRiftwalk																																																																																																							0
sd667								SkillnameGammaField	SkillsdGammaField	SkillsdGammaField	SkillnameGammaField	StrSkill3	5																1					14																									3	DescHits	DescTimes	8		12	StrSkill20		250		18	DescBlank				18	DescItemSkill				40	Sksyn	SkillnameGammaField	4		65	strchrenghard	DescPoisSyn			67	DescCurrentSyn	DescPctNoS	(260*(stat('is1'.accr)+10))/(stat('is1'.accr)+250)+min((stat('is1'.accr)*stat('is485'.accr))/15000+(stat('is0'.accr)*stat('is278'.accr))/15000,200)		18	DescItsNotRocketSciGuys																			0
sd668						1.B9 PEWPEW DESC		SkillnameIceLance	SkillsdIceLance	SkillsdIceLance	SkillnameIceLance	StrSkill3	5																1					12	StrSkill62		edln		10																																			18	DescItemSkill				40	Sksyn	SkillnameIceLance	4		65	strchrenghard	DescColdSyn			67	DescCurrentSyn	DescPctNoS	(260*(stat('is1'.accr)+10))/(stat('is1'.accr)+250)+min((stat('is1'.accr)*stat('is485'.accr))/15000+(stat('is0'.accr)*stat('is278'.accr))/15000,200)																						0
sd669								SkillnameBovineIntervention	SkillsdBovineIntervention	SkillsdBovineIntervention	SkillanBovI	StrSkill3	5																1					14																														7	DescCowz		par1		18	DescBlank				18	DescItemSkill				40	Sksyn	SkillnameBovineIntervention	4		65	strchrenghard	DescPoisSyn			67	DescCurrentSyn	DescPctNoS	(260*(stat('is1'.accr)+10))/(stat('is1'.accr)+250)+min((stat('is1'.accr)*stat('is485'.accr))/15000+(stat('is0'.accr)*stat('is278'.accr))/15000,200)																						0
sd670						sorceressinnate	21	SkillnameVoidDetonate	SkillsdVoidDetonate	SkillsdVoidDetonate	SkillnameVoidDetonate		5																																																																																																					0
sd671								SkillnameKrakenStance	SkillsdKrakenStance	SkillsdKrakenStance	SkillnameKrakenStance	StrSkill3																	1					38	DescKrak	DescOverAllElem	(edmn*(100+2*skill('sk677'.pst5)))/100	(edmx*(100+2*skill('sk677'.pst5)))/100																															18	DescItemSkill				18	DescMultiplier																																							0
sd672								SkillnameSealOfFire	SkillsdSealOfFire	SkillsdSealOfFire	SkillnameSealOfFire	StrSkill3	5																1					19	DescActiveRadius		min(max(ln12,3),par3)		10																									12	DescTrapDur2		125		18	DescBlank				18	DescItemSkill				40	Sksyn	SkillnameSealOfFire	4		65	strchrenghard	DescFireSyn			67	DescCurrentSyn	DescPctNoS	(260*(stat('is1'.accr)+10))/(stat('is1'.accr)+250)+min((stat('is1'.accr)*stat('is485'.accr))/15000,200)																						0
sd673						sorceressinnate	22	SkillnameForceWall	SkillsdForceWall	SkillsdForceWall	SkillnameForceWall	StrSkill3																	1					12	StrSkill20		60		12	DescDelayZ		max(200-ulvl*4,0)																																18	DescInnateSkill																																							0
sd674						necromancer innate	23	SkillnamePainWall	SkillsdPainWall	SkillsdPainWall	SkillnamePainWall	StrSkill3																	1					12	DescWallDuration		100		12	DescEnrageDuration		(par7+ulvl*10)*((100+stat('is409'.accr))/100)		2	DescDmgMPH	StrSkill23	20+ulvl		2	StrSkill75	StrSkill23	20+ulvl		2	StrSkill4	StrSkill23	40+ulvl																	18	DescInnateSkill																																							0
sd675							24	SkillnameMonsterRain	SkillsdSecret	SkillsdSecret	SkillnameMonsterRain	StrSkill3																																																														18	DescItemSkill																																							0
sd676								SkillnameStatLevelUp	SkillsdSecret	SkillsdSecret	SkillnameStatLevelUp	StrSkill3																																																														18	DescItemSkill																																							0
sd677								SkillnameHounfor	SkillsdHounfor	SkillsdHounfor	SkillnameHounfor	StrSkill3	5																																																			18	DescHounforStack				18	DescBlank				18	DescItemSkill																																							0
sd678	1	5	3	1			6	SkillnameHadesGate	SkillsdHadesGate	SkillsdHadesGate	SkillnameHadesGate	StrSkill3	5																1					19	StrSkill56		(25*(8+lvl))/32																						12	DescDelayZ		(blvl>0)?(700/(blvl+4)+10):150		73	WeapDamsk		3	4	18	DescBlank				73	DescMaxLevel2	ModStre9c	blvl	max(min(2+(ulvl-24)/6,18),2)+stat('is479'.accr)	40	SksynSelf	SkillnameHadesGate	4		65	DescSelf	DescASTRtimerSyn			18	DescSelfSynergy																								0
sd679								SkillnameDarknessFalls	SkillsdSecret	SkillsdSecret	SkillnameDarknessFalls																																																															18	DescItemSkill																																							0
sd680								SkillnameShunpo	SkillsdShunpo	SkillsdShunpo	SkillnameShunpo	StrSkill3	5												1				1					3	DescBonusMagDmg	DescNephalemDex	lvl*50																						18	DescShunpoEffect				73	WeapDamsk		3	4	18	DescBlank				18	DescItemSkill																																							0
sd681						1.B9 NEW SKILL		SkillnameCryoBeam	SkillsdCryoBeam	SkillsdCryoBeam	SkillnameCryoBeam	StrSkill3	5																1					12	StrSkill62		edln		10																									18	DescCryoPhysCrit				18	DescBlank				18	DescItemSkill				40	Sksyn	SkillnameCryoBeam	4		65	strchrenghard	DescColdSyn			67	DescCurrentSyn	DescPctNoS	(260*(stat('is1'.accr)+10))/(stat('is1'.accr)+250)+min((stat('is1'.accr)*stat('is485'.accr))/15000+(stat('is0'.accr)*stat('is278'.accr))/15000,200)																						0
sd682						FIRE		SkillnameBackfire	SkillsdSecret	SkillsdSecret	SkillnameBackfire	StrSkill3	5																1					10																														18	DescBetaPierce				18	DescBlank				18	DescItemSkill				40	Sksyn	SkillnameBackfire	4		65	strchrenghard	DescFireSyn			67	DescCurrentSyn	DescPctNoS	(260*(stat('is1'.accr)+10))/(stat('is1'.accr)+250)+min((stat('is1'.accr)*stat('is485'.accr))/15000+(stat('is0'.accr)*stat('is278'.accr))/15000,200)																						0
sd683						FIRE		SkillnamePhoenixWave	SkillsdPhoenixWave	SkillsdPhoenixWave	SkillnamePhoenixWave	StrSkill3	5																1					10																																								18	DescItemSkill				40	Sksyn	SkillnamePhoenixWave	4		65	strchrenghard	DescFireSyn			67	DescCurrentSyn	DescPctNoS	(260*(stat('is1'.accr)+10))/(stat('is1'.accr)+250)+min((stat('is1'.accr)*stat('is485'.accr))/15000+(stat('is0'.accr)*stat('is278'.accr))/15000,200)																						0
sd684						FIRE		SkillnameSplitfire	SkillsdSplitFire	SkillsdSplitFire	SkillnameSplitfire	StrSkill3	5																1					10																																								18	DescItemSkill				40	Sksyn	SkillnameSplitfire	4		65	strchrenghard	DescFireSyn			67	DescCurrentSyn	DescPctNoS	(260*(stat('is1'.accr)+10))/(stat('is1'.accr)+250)+min((stat('is1'.accr)*stat('is485'.accr))/15000+(stat('is0'.accr)*stat('is278'.accr))/15000,200)																						0
sd685						LTNG		SkillnameStaticNewSpike	SkillsdStaticNewSpike	SkillsdStaticNewSpike	SkillnameStaticNewSpike	StrSkill3	5																1					10																														18	DescStaticNewSpike				18	DescBlank				18	DescItemSkill				40	Sksyn	SkillnameStaticNewSpike	4		65	strchrenghard	DescLtngSyn			67	DescCurrentSyn	DescPctNoS	(260*(stat('is1'.accr)+10))/(stat('is1'.accr)+250)+min((stat('is1'.accr)*stat('is485'.accr))/15000+(stat('is0'.accr)*stat('is278'.accr))/15000,200)																						0
sd686						LTNG		SkillnameStormfront2	SkillsdStormfront	SkillsdStormfront	SkillnameStormfront2	StrSkill3	5																1					10																														18	DescStormfront				18	DescBlank				18	DescItemSkill				40	Sksyn	SkillnameStormfront2	4		65	strchrenghard	DescLtngSyn			67	DescCurrentSyn	DescPctNoS	(260*(stat('is1'.accr)+10))/(stat('is1'.accr)+250)+min((stat('is1'.accr)*stat('is485'.accr))/15000+(stat('is0'.accr)*stat('is278'.accr))/15000,200)																						0
sd687						LTNG		SkillnameIonChanneled	SkillsdSecret	SkillsdSecret	SkillnameIonChanneled	StrSkill3	5																1					10																																								18	DescItemSkill				40	Sksyn	SkillnameIonChanneled	4		65	strchrenghard	DescLtngSyn			67	DescCurrentSyn	DescPctNoS	(260*(stat('is1'.accr)+10))/(stat('is1'.accr)+250)+min((stat('is1'.accr)*stat('is485'.accr))/15000+(stat('is0'.accr)*stat('is278'.accr))/15000,200)																						0
sd688						COLD		SkillnameAvalanched	SkillsdAvalanched	SkillsdAvalanched	SkillnameAvalanched	StrSkill3	5																1					10																																								18	DescItemSkill				40	Sksyn	SkillnameAvalanched	4		65	strchrenghard	DescColdSyn			67	DescCurrentSyn	DescPctNoS	(260*(stat('is1'.accr)+10))/(stat('is1'.accr)+250)+min((stat('is1'.accr)*stat('is485'.accr))/15000+(stat('is0'.accr)*stat('is278'.accr))/15000,200)																						0
sd689						COLD		SkillnameChurel	SkillsdChurel	SkillsdChurel	SkillnameChurel	StrSkill3	5																1					10																														18	DescChurel									18	DescItemSkill				40	Sksyn	SkillnameChurel	4		65	strchrenghard	DescColdSyn			67	DescCurrentSyn	DescPctNoS	(260*(stat('is1'.accr)+10))/(stat('is1'.accr)+250)+min((stat('is1'.accr)*stat('is485'.accr))/15000+(stat('is0'.accr)*stat('is278'.accr))/15000,200)																						0
sd690						PSN		SkillnameDevouringAcid	SkillsdDevouringAcid	SkillsdDevouringAcid	SkillnameDevouringAcid	StrSkill3	5																1					14																														18	DescDevouringAcid				18	DescBlank				18	DescItemSkill				40	Sksyn	SkillnameDevouringAcid	4		65	strchrenghard	DescPoisSyn			67	DescCurrentSyn	DescPctNoS	(260*(stat('is1'.accr)+10))/(stat('is1'.accr)+250)+min((stat('is1'.accr)*stat('is485'.accr))/15000+(stat('is0'.accr)*stat('is278'.accr))/15000,200)																						0
sd691						PSN		SkillnameEmeraldPrison	SkillsdEmeraldPrison	SkillsdEmeraldPrison	SkillnameEmeraldPrison	StrSkill3	5																1					14																														18	DescEmeraldPrison				18	DescBlank				18	DescItemSkill				40	Sksyn	SkillnameEmeraldPrison	4		65	strchrenghard	DescPoisSyn			67	DescCurrentSyn	DescPctNoS	(260*(stat('is1'.accr)+10))/(stat('is1'.accr)+250)+min((stat('is1'.accr)*stat('is485'.accr))/15000+(stat('is0'.accr)*stat('is278'.accr))/15000,200)																						0
sd692						PHYS WDM		SkillnameAftershocked	SkillsdAftershocked	SkillsdAftershocked	SkillnameAftershocked	StrSkill3	5												1				1																														12	DescTimeBomb		75		73	WeapDamsk		3	4	18	DescBlank				18	DescItemSkill						SkillnameAftershocked																																	0
sd693						PHYS WDM		SkillnameSlicer2Blade	SkillsdSlicer2Blade	SkillsdSlicer2Blade	SkillnameSlicer2Blade	StrSkill3	5												1				1																														12	StrSkill20		125		73	WeapDamsk		1	2	18	DescBlank				18	DescItemSkill						SkillnameSlicer2Blade																																	0
sd694						PHYS WDM		SkillnameTheWhammy	SkillsdSecret	SkillsdSecret	SkillnameTheWhammy	StrSkill3	5																1																																			73	WeapDamsk		3	4	18	DescBlank				18	DescItemSkill						SkillnameTheWhammy																																	0
sd695						MANA		SkillnamePsicrown	SkillsdPsicrown	SkillsdPsicrown	SkillnamePsicrown	StrSkill3	5																1					38	DescPsiFirst	DescPerHardEnPsi	lvl	lvl+2																																				18	DescItemSkill						SkillnamePsicrown																																	0
sd696						new skill		SkillnameMFlare	SkillsdMFlare2	SkillsdMFlare	SkillanMFlare	StrSkill3																	1					2	StrSkill70	StrSkill23	min(ln78,par4)		2	DescAdds	DescFaCaRa	min(ln56,par3)																						12	StrSkill20		(par1*(100+stat('is409'.accr)))/100		18	DescBlankBeneGain				18	DescItemSkill																																							0
sd697						new skill		SkillnameWingedStrike	SkillsdWingedStrike	SkillsdWingedStrike	SkillnameWingedStrike	StrSkill3	7	clc1											1				1					14					2	StrSkill4	DescPctToAtt	ln34																						2	StrSkill22	StrSkill23	toht		18	DescBlank				18	DescItemSkill				40	Sksyn	SkillnameWingedStrike	4		65	strchrenghard	DescPoisSyn			67	DescCurrentSyn	DescPctNoS	(260*(stat('is1'.accr)+10))/(stat('is1'.accr)+250)+min((stat('is1'.accr)*stat('is485'.accr))/15000+(stat('is0'.accr)*stat('is278'.accr))/15000,200)																						0
sd698								SkillnameBlindside	SkillsdBlindside	SkillsdBlindside	SkillnameBlindside	StrSkill3	5												1				1					19	DescTargetComp		ln78		6	DescStopReadingThis		edmx																	12	StrSkill48		250		18	DescBetaPierce				18	DescBlank				18	DescItemSkill																																							0
sd699								ultimative_punbarrage	ultimative_punbarrage	ultimative_punbarrage	ultimative_punbarrage																																																																																																							0
sd700								ultimative_stampede	ultimative_stampede	ultimative_stampede	ultimative_stampede																																																																																																							0
sd701								ultimative_cowrush	ultimative_cowrush	ultimative_cowrush	ultimative_cowrush																																																																																																							0
sd702								ultimative_arrowside	ultimative_arrowside	ultimative_arrowside	ultimative_arrowside																																																																																																							0
sd703								ultimative	ultimative	ultimative	ultimative				0																																																															0											81								0																0	0
sd704								SkillnameDstrike2	SkillsdAvengingFury	SkillsdAvengingFury	SkillnameDstrike2	StrSkill3	5												1				1																														50	DescTargetComp		50		50	DescAttackUpToN	DescTarge	50		50	DescThreeFourBlank				18	DescItemSkill																			50	DescBlank				50	Sksyn	SkillnameDstrike2	50		50	SkillnameGhostArrow	DescRSSSSS								0
sd705								SkillnameBladeQ	SkillsdBladeQ	SkillsdBladeQ	SkillanBladeQ	StrSkill3	5												1				1					12	StrSkill20		len																						50	DescUpToN	DescBladesMax	50		50	DescBladeBabble				50	DescBlank				18	DescItemSkill																																							0
