skill	Id	charclass	skilldesc	* Laz / status	srvstfunc	srvdofunc	prgstack	srvprgfunc1	srvprgfunc2	srvprgfunc3	prgcalc1	prgcalc2	prgcalc3	prgdam	srvmissile	decquant	lob	srvmissilea	srvmissileb	srvmissilec	srvoverlay	aurafilter	aurastate	auratargetstate	auralencalc	aurarangecalc	aurastat1	aurastatcalc1	aurastat2	aurastatcalc2	aurastat3	aurastatcalc3	aurastat4	aurastatcalc4	aurastat5	aurastatcalc5	aurastat6	aurastatcalc6	auraevent1	auraeventfunc1	auraevent2	auraeventfunc2	auraevent3	auraeventfunc3	auratgtevent	auratgteventfunc	passivestate	passiveitype	passivestat1	passivecalc1	passivestat2	passivecalc2	passivestat3	passivecalc3	passivestat4	passivecalc4	passivestat5	passivecalc5	passiveevent	passiveeventfunc	summon	pettype	petmax	summode	sumskill1	sumsk1calc	sumskill2	sumsk2calc	sumskill3	sumsk3calc	sumskill4	sumsk4calc	sumskill5	sumsk5calc	sumumod	sumoverlay	stsuccessonly	stsound	stsoundclass	stsounddelay	weaponsnd	dosound	dosound a	dosound b	tgtoverlay	tgtsound	prgoverlay	prgsound	castoverlay	cltoverlaya	cltoverlayb	cltstfunc	cltdofunc	cltprgfunc1	cltprgfunc2	cltprgfunc3	cltmissile	cltmissilea	cltmissileb	cltmissilec	cltmissiled	cltcalc1	*cltcalc1 desc	cltcalc2	*cltcalc2 desc	cltcalc3	*cltcalc3 desc	warp	immediate	enhanceable	attackrank	noammo	range	weapsel	itypea1	itypea2	itypea3	etypea1	etypea2	itypeb1	itypeb2	itypeb3	etypeb1	etypeb2	anim	seqtrans	monanim	seqnum	seqinput	durability	UseAttackRate	LineOfSight	TargetableOnly	SearchEnemyXY	SearchEnemyNear	SearchOpenXY	SelectProc	TargetCorpse	TargetPet	TargetAlly	TargetItem	AttackNoMana	TgtPlaceCheck	ItemEffect	ItemCltEffect	ItemTgtDo	ItemTarget	ItemCheckStart	ItemCltCheckStart	ItemCastSound	ItemCastOverlay	skpoints	reqlevel	maxlvl	reqstr	reqdex	reqint	reqvit	reqskill1	reqskill2	reqskill3	restrict	State1	State2	State3	delay	leftskill	repeat	checkfunc	nocostinstate	usemanaondo	startmana	minmana	manashift	mana	lvlmana	*Manaat30	interrupt	InTown	aura	periodic	perdelay	finishing	passive	progressive	general	scroll	calc1	*calc1 desc	calc2	*calc2 desc	calc3	*calc3 desc	calc4	Param1	*Param1 Description	Param2	*Param2 Description	Param3	*Param3 Description	Param4	*Param4 Description	Param5	*Param5 Description	Param6	*Param6 Description	Param7	*Param7 Description	Param8	*Param8 Description	InGame	ToHit	LevToHit	ToHitCalc	ResultFlags	HitFlags	HitClass	Kick	HitShift	SrcDam	MinDam	MinLevDam1	MinLevDam2	MinLevDam3	MinLevDam4	MinLevDam5	MaxDam	MaxLevDam1	MaxLevDam2	MaxLevDam3	MaxLevDam4	MaxLevDam5	DmgSymPerCalc	EType	EMin	EMinLev1	EMinLev2	EMinLev3	EMinLev4	EMinLev5	EMax	EMaxLev1	EMaxLev2	EMaxLev3	EMaxLev4	EMaxLev5	EDmgSymPerCalc	ELen	ELevLen1	ELevLen2	ELevLen3	ELenSymPerCalc	aitype	aibonus	cost mult	cost add
sk1205	1205														ml3386																																																															so0	so0			so0	so0	so0		so0		so0									ml3386														2		none												SC	SC	xx																	1						so0			1	1								1				125	1							7	264			1				750				1																									1								8																																		11			
sk1206	1206														ml3391																																																															so0	so0			so0	so0	so0		so0		so0									ml3391														2		none												SC	SC	xx																	1						so0			1	1								1				125	1							7	264			1				750				1																									1								8																																		11			
sk1207	1207														ml1960																																																															so0	so0			so0	so0	so0		so0		so0									ml1960													1	6		none												A1	A1	xx					4				1								1						so0																								7	120	6		1										1																							1								4															mag	24	24	12	12	12	12	40	40	20	20	20	20	(((100+20*ulvl)*(100+((260*(stat('is1'.accr)+10))/(stat('is1'.accr)+250)+skill('sk692'.pst2))))*(100+stat('is377'.accr)))/10000-100									
sk1208	1208		sd725			22												ml3356	ml3356	ml3356																																																										so2380	so0			so0	so0	so0		so0		so0	ol319				25					ml3356												1	6		none												SC	SC	xx																	36	10					so2380		(ulvl-6<((blvl-1)-stat('is479'.accr))*6)?(stat('is5'.accr)+1):1	6	99													1							7	18	6		1																							1										1								1															mag	12	4	2	2	2	2	36	12	6	6	6	6	((100+20*ulvl)*(100+((260*(stat('is1'.accr)+10))/(stat('is1'.accr)+250)+skill('sk692'.pst2))))/100-100									
sk1209	1209														ml3394																																																															so0	so0			so0	so0	so0		so0		so0									ml3394														2		none												SC	SC	xx																	1						so0			1	1								1				125	1							7	264			1				750				1																									1								8																																		11			
sk1210	1210					8												ml3396								(stat('is6'.accr)*3>stat('is7'.accr))?1:(1+stat('is268'.accr)*9)																																																				so2444	so0			so0	so0	so0		so0		so0	ol311				17					ml3396	ml3396											1	1		none												SC	SC	xx																	1						so2444			1	99													1							7	10	5		1										2		1					2		1				1										1								8															burn	5000						5000							25								
sk1211	1211					65																73731	st177	st177			is39	rand(0,150)	is43	rand(0,150)	is41	rand(0,150)	is37	rand(0,150)	is36	rand(0,150)	is45	rand(0,150)																																								so0	so0			so0	so0	so0		so0		so0																					1	1	1		none														xx																							so0			1	99																								1	1	1		5000																													1								8																																					
sk1212	1212					66																42369	st177	st239		2	is74	1																																																		so0	so0			so0	so0	so0		so0		so0																						1	6		none		mele												xx	5		1																				so0			1	99																								1	1	1		5																													1								8																																					
sk1213	1213					20																				ln56																																																				so0	so453			so0	so0	so0		so0		so0	ol197				75																	1	10		none												SC	SC	xx				1	4												1						so453	ol197		1	99																				7	840	42		1										250		5000					4		5		25		15		25				40		50		1				1				8	99	5555						5555							mag	5555						5555													6		
sk1214	1214					8												ml3400																																																												so0	so0			so0	so0	so0		so0		so0					17					ml3400	ml3400											1	2		none												SC	SC	xx																	1						so0			1	99													1							4	48	-4		1										1																							1								8	99	5555						5555							burn	1000						10000							20								
sk1215	1215		sd618			27									ml1204										(ln12*(100+stat('is409'.accr)))/100	ln78																																																				so2397	so0			so0	so0	so0		so0		so0	ol78								ml1204											1		1			none												SC	SC	xx																	1		1	2			so2397	ol78	(ulvl>89)?((stat('is473'.accr)>0)?((ulvl-90<((blvl-1)-stat('is479'.accr))*6)?(stat('is5'.accr)+1):1):9999):9999	90	99								1																1	1																50												6		1		1								8																																					
sk1216	1216					28												ml3402	ml3402	ml3402																																																										so1294	so0			so0	so0	so0		so0		so0	ol28				28					ml3402												1	2		none												SC	SC	xx					4				1								1						so0																								7	64	8		1																							1										1								8															mag	50000						50000															
sk1217	1217					8												ml3414																																																												so4923	so0			so0	so0	so0		so0		so0	ol332				28					ml3414	ml3414											1	6		none												SC	SC	xx					4				1								1						so4923																								7	120	6		1										1																							1								3															mag	24	24	12	12	12	12	40	40	20	20	20	20	(((100+20*ulvl)*(100+((260*(stat('is1'.accr)+10))/(stat('is1'.accr)+250)+skill('sk692'.pst2))))*(100+stat('is377'.accr)))/10000-100									
sk1218	1218		sd720			124												ml2404	ml2404	ml2404			st163		250	1	is67	-75																																																		so4723	so2443			so0	so0	so0		so0		so0	ol78					92					ml2404			25		25		15				1			none												SC	SC	xx																	1						so2443	ol78		90	99								1				750	1							7	2626			1	1									5													1		125								1																							pois	2080	208	104	104	104	104	3520	352	176	176	176	176	((100+20*ulvl)*(100+((260*(stat('is1'.accr)+10))/(stat('is1'.accr)+250)+skill('sk692'.pst2))))/100-100	50				stat('is431'.accr)				
sk1219	1219					30																3		st158	1500	25	is507	50																																																		so0	so0			so0	so0	so0		so0		so0				18	30																	1	3		none												A1	A1	xx					4												1						so0			1	99																																																									1								8																																					
sk1220	1220					30																3		st25	1500	25	is507	100																																																		so0	so0			so0	so0	so0		so0		so0				18	30																	1	3		none												A1	A1	xx					4												1						so0			1	99																																																									1								8																																					
sk1221	1221		sd727			27																																																																								so2441	so0			so0	so0	so0		so0		so0	ol45																			1		1			none												SC	SC	xx																	1		1	2			so2441	ol45		1	99								1				50							2	8	100	50		1	1																																1								8																																			18	640	16000
sk1222	1222														ml3417																																																															so46	so0			so0	so0	so0		so0		so0	ol330								ml3417													1	2		rng												SC	SC	xx																	1						so46												1					1							7	264			1								1									15																1								8																																					
sk1223	1223														ml3418																																																															so2673	so0			so0	so0	so0		so0		so0	ol333								ml3418														2		none												SC	SC	xx																	1						so46												1					1							7	264			1								1																									1								8																																					
sk1224	1224														ml3429																																																															so0	so0			so0	so0	so0		so0		so0									ml3429													1	6		none												SC	SC	xx					4				1								1						so2678																								7	120	6		1										1																							1								3																																					
sk1225	1225																																																																													so0	so0			so0	so0	so0		so0		so0																																																														so0																																																																																																										
sk1226	1226																																																																													so0	so0			so0	so0	so0		so0		so0																																																														so0																																																																																																										
sk1227	1227					20																				ln56																																																				so0	so0			so0	so0	so0		so0		so0					75																	1	10		none												SC	SC	xx				1	4												1						so0			1	99																				7	840	42		1										5		1000							1				5		5				1		1		1				1				8	5	55						55							mag	55						55							1						6		
