Name	Rune Name	complete	* Laz / status	* Laz / level	server	itype1	itype2	itype3	itype4	itype5	itype6	etype1	etype2	etype3	*runes	Rune1	Rune2	Rune3	Rune4	Rune5	Rune6	T1Code1	T1Param1	T1Min1	T1Max1	T1Code2	T1Param2	T1Min2	T1Max2	T1Code3	T1Param3	T1Min3	T1Max3	T1Code4	T1Param4	T1Min4	T1Max4	T1Code5	T1Param5	T1Min5	T1Max5	T1Code6	T1Param6	T1Min6	T1Max6	T1Code7	T1Param7	T1Min7	T1Max7	eol
Balance	Balance	1				bow									UmXis	jew	jew	jew	r22	r98		pr217		-5	-5	pr243		60	60	pr241		35	35	pr8		35	35	pr222		101	150	pr223		101	150	pr29		301	350	0
Hive	Hive	1				bow									BerXis	jew	jew	jew	r30	r98		pr221		100	100	pr29		251	250	pr28		251	400	pr197	sk779	30	12	pr138	sk250	6144	9216	pr305	sk64	64	64	pr57		-25	-25	0
Thammuz	Thammuz	1				xbow									NefXis	jew	jew	jew	r04	r98		pr262		-15	-15	pr29		201	250	pr197	sk809	30	42	pr13		1111	1111	pr134		999	1001	pr57		50	50	pr197	sk530	30	42	0
Python	Python	1				xbow									IoXis	jew	jew	jew	r16	r98		pr216		26	40	pr215		26	40	pr29		301	350	pr145	sk192	192	128	pr14		31	40	pr197	sk330	20	61	pr66		26	29	0
Cyclops	Cyclops	1				xbow									SurXis	jew	jew	jew	r29	r98		pr239		500	500	pr29		251	300	pr28		601	800	pr127	sk443	6	53	pr184		131	150	pr57		75	75	pr114		33	33	0
Kingsblood2	Kingsblood2	1				knif						tkni			VexXis	jew	jew	jew	r26	r98		pr191		50	50	pr29		350	350	pr27		666	666	pr190		61	80	pr104		1	4	pr73		3	3	pr66		32	42	0
Endor	Endor	1				scyh									JahXis	jew	jew	jew	r31	r98		pr29		333	333	pr28		400	500	pr126	sk387	50	31	pr126	sk330	5	41	pr185		61	70	pr186		61	70	pr204	sk673	4	8	0
Myrmidon	Myrmidon	1				spea									SurXis	jew	jew	jew	r29	r98		pr218		40	40	pr29		251	300	pr145	sk192	192	192	pr216		40	40	pr204	sk666	8	12	pr222		101	130	pr75		30	30	0
Demhe	Demhe	1				mace						hamm			ZodXis	jew	jew	jew	r33	r98		pr480		-5	-5	pr29		301	350	pr28		501	1000	pr126	sk398	30	55	pr331		65	75	pr327		101	250	pr220		125	125	0
Pax Mystica	Pax Mystica	1				staf									NefXis	jew	jew	jew	r04	r98		pr262		-15	-15	pr204	sk346	20	37	pr41		55	66	pr104		15	15	pr59		201	250									0
Hadad	Hadad	1				staf									AmnXis	jew	jew	jew	r11	r98		pr212		-25	-25	pr128	sk669	5	46	pr104		8	12	pr249	sk50	50	50	pr208		50	50	pr204	sk680	21	36					0
Summanus	Summanus	1				staf									FalXis	jew	jew	jew	r19	r98		pr8		200	200	pr10		100	100	pr104		8	11	pr126	sk999	5	17	pr29		301	350	pr28		750	750	pr57		50	50	0
Akhenaten	Akhenaten	1				staf									OhmXis	jew	jew	jew	r27	r98		pr218		25	25	pr104		11	14	pr87		50	50	pr183		99	100	pr186		99	100	pr329		31	35	pr341		66	66	0
Prophecy	Prophecy	1				scep									IthXis	jew	jew	jew	r06	r98		pr29		251	300	pr31		31	50	pr35		31	50	pr226		444	444	pr225	sk125	444	444	pr104		5	8	pr28		200	300	0
Bane	Bane	1				scep									LumXis	jew	jew	jew	r17	r98		pr29		350	350	pr126	sk531	15	31	pr96		201	250	pr28		750	750	pr57		43	43	pr190		43	43	pr153	sk8	8	8	0
Judas	Judas	1				scep									UmXis	jew	jew	jew	r22	r98		pr217		50	50	pr196	sk11	350	350	pr256		1	1	pr75		-100	-100	pr58		1250	1250	pr59		500	500	pr117	sk811	50	50	0
Path	Path	1				scep									BerXis	jew	jew	jew	r30	r98		pr67		2	8	pr128	sk699	40	37	pr183		51	60	pr206		51	60	pr75		-50	-50	pr191		40	40	pr294		21	25	0
Aegina	Aegina	1				aspe									AmnXis	jew	jew	jew	r11	r98		pr212		-25	-25	pr29		301	350	pr137	sk25	1	1500	pr204	sk571	23	41	pr65		41	50	pr246		75	75	pr126	sk702	10	41	0
Scar	Scar	1				ajav									IoXis	jew	jew	jew	r16	r98		pr29		251	300	pr197	sk313	100	49	pr108		44	44	pr134		600	800	pr123	sk324	15	29	pr107		50	50	pr8		100	100	0
Dragonfly	Dragonfly	1				ajav									VexXis	jew	jew	jew	r26	r98		pr29		251	300	pr204	sk693	12	21	pr66		33	33	pr114		41	50	pr57		50	50	pr134		1000	1000	pr78		50	50	0
Corsair	Corsair	1				abow									HelXis	jew	jew	jew	r15	r98		pr206		-5	-5	pr204	sk635	24	42	pr29		333	333	pr58		401	500	pr59		101	150	pr57		60	60	pr216		66	66	0
IceBreaker2	IceBreaker2	1				abow									SurXis	jew	jew	jew	r29	r98		pr239		400	400	pr29		301	350	pr108		1	100	pr28		1	2000	pr115		1	1	pr197	sk453	50	48	pr35		81	100	0
Shedim	Shedim	1				h2h									EldXis	jew	jew	jew	r02	r98		pr96		250	250	pr29		350	350	pr174		41	100	pr138	sk250	2560	5120	pr88		75	75	pr110		41	150	pr99		250	250	0
Fiend	Fiend	1				h2h									LumXis	jew	jew	jew	r17	r98		pr126	sk699	25	51	pr29		321	321	pr134		1000	1500	pr57		50	50	pr59		201	300	pr204	sk833	41	46	pr204	sk824	41	46	0
Frequency	Frequency	1				h2h									OhmXis	jew	jew	jew	r27	r98		pr216		21	30	pr29		251	300	pr126	sk579	50	38	pr33		75	75	pr127	sk540	35	14	pr220		125	125	pr135		100	2000	0
Khattak	Khattak	1				nagi									RalXis	jew	jew	jew	r08	r98		pr184		101	150	pr29		350	350	pr57		100	100	pr78		100	100	pr266		10	10	pr81		100	100	pr221		100	100	0
Ram	Ram	1				bswd	baxe								ThulXis	jew	jew	jew	r10	r98		pr185		-5	-5	pr29		301	350	pr204	sk643	16	32	pr215		31	40	pr71		2	7	pr7		101	150	pr220		125	125	0
Essus	Essus	1				bswd	baxe								UmXis	jew	jew	jew	r22	r98		pr217		-5	-5	pr29		349	349	pr28		999	999	pr204	sk688	16	23	pr91		2	6	pr14		31	40					0
Thunderbird	Thunderbird	1				bswd	baxe								ChamXis	jew	jew	jew	r32	r98		pr126	sk807	50	46	pr29		251	300	pr126	sk680	15	61	pr184		91	110	pr172		33	33	pr75		-40	-40	pr33		75	75	0
Peacock	Peacock	1				dbow									ShaelXis	jew	jew	jew	r13	r98		pr7		-10	-10	pr29		333	333	pr187	sk50	333	666	pr242		125	125	pr114		35	35									0
Lynx	Lynx	1				dbow									OhmXis	jew	jew	jew	r27	r98		pr218		-5	-5	pr29		301	350	pr197	sk510	4	31	pr337		66	66	pr28		888	888	pr215		41	50	pr216		41	50	0
Sylvanshine	Sylvanshine	1				dbow									ZodXis	jew	jew	jew	r33	r98		pr480		-5	-5	pr29		301	350	pr28		1001	1500	pr8		150	150	pr65		31	35	pr197	sk701	25	52	pr137	sk125	1333	1666	0
Ocean	Ocean	1				dstf									EthXis	jew	jew	jew	r05	r98		pr128	sk702	20	61	pr121		2	6	pr185		35	65	pr62		41	60	pr59		111	111	pr190		66	100	pr198	sk474	100	62	0
Samhain	Samhain	1				dstf									SolXis	jew	jew	jew	r12	r98		pr186		91	100	pr183		91	100	pr121		8	14	pr192		101	250	pr87		60	60	pr53		310	380					0
Augur	Augur	1				dstf									LemXis	jew	jew	jew	r20	r98		pr191		30	30	pr204	sk569	21	46	pr204	sk570	21	46	pr121		4	14	pr219		31	40	pr59		150	150	pr141	sk640	640	640	0
Lincos	Lincos	1				dstf									SurXis	jew	jew	jew	r29	r98		pr239		555	555	pr121		8	12	pr204	sk473	42	48	pr345		66	66	pr62		31	50	pr42		10	10	pr217		41	50	0
Black Cat	Black Cat	1				nscy									EldXis	jew	jew	jew	r02	r98		pr96		225	225	pr13		700	700	pr29		301	350	pr59		-33	-33	pr126	sk530	20	61	pr197	sk263	60	57	pr108		31	50	0
Mantra	Mantra	1				nscy									ShaelXis	jew	jew	jew	r13	r98		pr8		105	105	pr7		125	125	pr29		251	300	pr138	sk125	5120	10240	pr174		100	100	pr88		175	175	pr220		100	100	0
Chthon	Chthon	1				nscy									SurXis	jew	jew	jew	r29	r98		pr239		-25	-25	pr223		150	150	pr197	sk500	30	27	pr29		301	350	pr28		500	500	pr107		66	66	pr197	sk612	30	23	0
Loa	Loa	1				nknf									EthXis	jew	jew	jew	r05	r98		pr29		301	350	pr65		61	75	pr117	sk765	95	95	pr73		2	2	pr28		400	400									0
Jinx	Jinx	1				nknf									ShaelXis	jew	jew	jew	r13	r98		pr29		251	300	pr8		200	200	pr191		100	100	pr127	sk346	30	16													0
Misery	Misery	1				nknf									MalXis	jew	jew	jew	r23	r98		pr29		301	350	pr326		21	25	pr114		31	40	pr204	sk331	31	42	pr138	sk50	1280	2560	pr69		1	4	pr13		500	500	0
Deep Water	Deep Water	1				nstf									IthXis	jew	jew	jew	r06	r98		pr69		9	14	pr78		-10	-10	pr207		101	150	pr41		101	150	pr204	sk706	25	41									0
Ladon	Ladon	1				nstf									GulXis	jew	jew	jew	r25	r98		pr35		-40	-40	pr31		101	150	pr69		8	12	pr204	sk564	21	34	pr183		71	120	pr204	sk453	21	34	pr3		100	100	0
Koan	Koan	1				wand									OrtXis	jew	jew	jew	r09	r98		pr184		-5	-5	pr62		100	100	pr58		-50	-50	pr69		4	7	pr266		15	15									0
Ghoul	Ghoul	1				wand									LemXis	jew	jew	jew	r20	r98		pr191		66	66	pr237		4	8	pr185		77	77	pr69		2	5	pr204	sk567	21	32									0
Genie	Genie	1				nxbw									RalXis	jew	jew	jew	r08	r98		pr183		-5	-5	pr204	sk301	21	21	pr29		301	350	pr114		31	40	pr127	sk1002	10	41	pr69		2	3	pr117	sk915	21	25	0
Atlantis	Atlantis	1				nxbw									FalXis	jew	jew	jew	r19	r98		pr8		80	80	pr197	sk473	30	45	pr7		60	60	pr29		251	350	pr12		33	33	pr223		51	100	pr58		333	333	0
Aether	Aether	1				nxbw									JahXis	jew	jew	jew	r31	r98		pr29		343	343	pr65		21	25	pr266		20	20	pr92		1	1	pr215		51	60	pr197	sk563	25	36					0
Jihad	Jihad	1				pclb	pmac	pham							EthXis	jew	jew	jew	r05	r98		pr28		401	500	pr29		251	300	pr221		41	50	pr98		300	300	pr197	sk30	20	48	pr68		1	4	pr57		45	45	0
Intifada	Intifada	1				pclb	pmac	pham							HelXis	jew	jew	jew	r15	r98		pr206		-5	-5	pr29		301	350	pr126	sk595	30	41	pr293		-100	-100	pr108		75	75	pr269		101	150	pr267		-50	-50	0
Lammasu	Lammasu	1				pclb	pmac	pham							GulXis	jew	jew	jew	r25	r98		pr35		31	50	pr220		250	250	pr207		51	60	pr114		40	40	pr57		80	80	pr68		2	6	pr292		50	50	0
Nehushtan	Nehushtan	1				pspe									OhmXis	jew	jew	jew	r27	r98		pr218		-15	-15	pr29		301	350	pr138	sk125	10240	30720	pr174		41	50	pr57		-25	-25	pr126	sk223	40	61	pr73		-3	-3	0
Circe	Circe	1				orb									AmnXis	jew	jew	jew	r11	r98		pr212		-25	-25	pr217		61	75	pr204	sk96	24	24	pr261		3	3	pr186		88	88	pr184		88	88					0
Ker	Ker	1				orb									LemXis	jew	jew	jew	r20	r98		pr191		45	45	pr204	sk403	11	25	pr204	sk57	11	25	pr198	sk828	100	61	pr185		71	80	pr186		71	80	pr12		41	50	0
Inanna	Inanna	1				scrd									SolXis	jew	jew	jew	r12	r98		pr186		-5	-5	pr29		333	333	pr41		61	80	pr114		50	50	pr221		61	80	pr356		201	250					0
Shamo	Shamo	1				nagi									IoXis	jew	jew	jew	r16	r98		pr204	sk884	21	30	pr126	sk889	25	41	pr29		250	250	pr28		500	500	pr57		80	80	pr107		100	100	pr246		99	99	0
Amok	Amok	1				bow									OrtXis	jew	jew	jew	r09	r98		pr204	sk890	21	42	pr29		350	350	pr57		60	60	pr326		5	5	pr197	sk511	3	17	pr184		-5	-5					0
Gharaniq	Gharaniq	1				bswd	baxe								ZodXis	jew	jew	jew	r33	r98		pr204	sk881	6	19	pr29		301	350	pr140		500	500	pr269		71	75	pr7		81	100	pr8		201	250	pr71		3	4	0
Hornet	Hornet	1				bow									LumXis	jew	jew	jew	r17	r98		pr204	sk903	21	32	pr29		301	350	pr140		400	500	pr138	sk128	512	1024	pr78		50	50	pr216		21	40	pr107		33	33	0
Nyx	Nyx	1				bow									VexXis	jew	jew	jew	r26	r98		pr29		201	250	pr140		25	800	pr204	sk969	12	35	pr90		10	10	pr66		41	50	pr125	sk284	40	40	pr389		1	1	0
Ljosalf	Ljosalf	1				staf									BerXis	jew	jew	jew	r30	r98		pr204	sk833	46	49	pr248	sk40	40	40	pr104		7	11	pr370	sk981	25	41	pr53		250	250	pr41		82	86					0
Titanomachia	Titanomachia	1				aspe									IstXis	jew	jew	jew	r24	r98		pr29		333	333	pr28		1001	1100	pr126	sk980	50	19	pr135		1	1000	pr7		150	150	pr4		15	15	pr220		200	200	0
Quaoar	Quaoar	1				pclb	pmac	pham							SurXis	jew	jew	jew	r29	r98		pr29		301	350	pr140		250	750	pr126	sk982	25	36	pr239		175	175	pr326		8	8	pr14		25	25	pr115		1	1	0
Vertigo	Vertigo	1				orb									UmXis	jew	jew	jew	r22	r98		pr369	sk54	10	1	pr70		4	6	pr87		75	75	pr184		41	50	pr185		41	80	pr126	sk54	100	7	pr30		42	46	0
Eurynome	Eurynome	1				nstf									LumXis	jew	jew	jew	r17	r98		pr69		8	12	pr204	sk454	31	41	pr183		101	125	pr269		180	180	pr267		-75	-75	pr10		100	100	pr9		-40	-40	0
Riot	Riot	1				h2h									UmXis	jew	jew	jew	r22	r98		pr29		251	300	pr140		250	500	pr204	sk977	41	50	pr108		40	40	pr122		2	5	pr221		50	50	pr222		101	150	0
Resheph	Resheph	1				pspe									ChamXis	jew	jew	jew	r32	r98		pr29		345	345	pr174		81	90	pr68		5	8	pr57		-25	-25	pr138	sk25	256	512	pr114		30	30	pr75		-50	-50	0
Gravastar	Gravastar	1				orb									SurXis	jew	jew	jew	r29	r98		pr70		6	8	pr78		-10	-10	pr208		50	50	pr185		41	60	pr204	sk340	21	37	pr73		-3	-3	pr35		101	125	0
Brocken	Brocken	1				scrd									IstXis	jew	jew	jew	r24	r98		pr29		301	350	pr140		500	750	pr117	1423	20	20	pr70		4	8	pr222		101	150	pr126	sk708	10	51	pr204	sk363	21	29	0
Carabosse	Carabosse	1				h2h									HelXis	jew	jew	jew	r15	r98		pr183		51	60	pr87		60	60	pr184		51	60	pr10		101	175	pr122		2	4	pr8		50	50	pr204	sk1002	31	50	0
Patriot	Patriot	1				tkni									EldXis	jew	jew	jew	r02	r98		pr29		301	350	pr134		555	1111	pr171		51	100	pr174		51	100	pr7		-25	-25									0
Fennec	Fennec	1				taxe									LemXis	jew	jew	jew	r20	r98		pr29		251	300	pr78		80	80	pr269		121	130	pr73		-2	-2	pr292		75	75	pr41		101	150					0
Quantum	Quantum	1				tkni									BerXis	jew	jew	jew	r30	r98		pr57		75	75	pr183		41	50	pr197	sk710	10	42	pr174		41	50	pr122		4	6	pr171		41	50	pr172		41	50	0
Lemuria	Lemuria	1				nscy									LemXis	jew	jew	jew	r20	r98		pr29		350	350	pr28		501	1000	pr204	sk18	21	28	pr117	1578	21	25	pr117	1517	21	25	pr57		45	45	pr269		-40	-40	0
Aspect	Aspect	1				abow									ShaelXis	jew	jew	jew	r13	r98		pr134		1500	1500	pr137		1500	1500	pr135		1500	1500	pr57		100	100	pr78		-25	-25									0
Instinct	Instinct	1				axe									OhmXis	jew	jew	jew	r27	r98		pr29		301	350	pr28		251	500	pr233		201	250	pr121		7	7	pr81		50	50	pr0		777	777	pr183		111	140	0
Cheetah	Cheetah	1				taxe									EldXis	jew	jew	jew	r02	r98		pr96		250	250	pr29		301	350	pr78		50	50	pr269		81	90	pr302		125	125	pr197	sk513	10	35				9	0
Chrysopelea	Chrysopelea	1				tkni									ThulXis	jew	jew	jew	r10	r98		pr185		-5	-5	pr29		301	350	pr27		301	400	pr197	sk469	25	48	pr174		51	100	pr262		41	50	pr154	sk20	20	20	0
Dajjal	Dajjal	1				tkni									LemXis	jew	jew	jew	r20	r98		pr191		80	80	pr197	sk564	10	32	pr29		251	300	pr145	sk128	128	128	pr326		6	10	pr57		60	60	pr81		60	60	0
Manitou	Manitou	1				taxe									BerXis	jew	jew	jew	r30	r98		pr29		301	350	pr197	sk386	30	62	pr183		51	75	pr28		401	600	pr190		100	100	pr71		4	5	pr141	sk640	640	640	0
Raid	Raid	1				jave									ThulXis	jew	jew	jew	r10	r98		pr29		251	300	pr92		1	1	pr110		100	100	pr204	sk346	10	20	pr269		101	150	pr67		2	6					0
Hastata	Hastata	1				jave									LemXis	jew	jew	jew	r20	r98		pr29		251	300	pr127	sk101	2	9	pr28		666	666	pr8		51	60	pr171		41	50	pr96		201	250	pr192		101	125	0
HasteZ	HasteZ	1				jave									BerXis	jew	jew	jew	r30	r98		pr29		301	500	pr140		250	500	pr84		75	75	pr81		30	30	pr197	sk496	5	45	pr53		123	123	pr238		40	40	0
Ensi	Ensi	1				pspe									SolXis	jew	jew	jew	r12	r98		pr186		-5	-5	pr29		301	350	pr126	sk699	60	57	pr57		100	100	pr134		1000	1500	pr91		2	3					0
Dawn	Dawn	1				weap									ElXis	jew	jew	jew	jew	r01	r98	pr29		301	350	pr58		1000	1000	pr219		100	100	pr197	sk496	10	32	pr81		45	45	pr96		301	500	pr73		2	4	0
Shark	Shark	1				weap									TalXis	jew	jew	jew	jew	r07	r98	pr145	sk500	500	500	pr29		350	350	pr197	sk600	6	31	pr230		201	250	pr57		50	50	pr107		66	66	pr11		-500	-500	0
Enyo	Enyo	1				weap									DolXis	jew	jew	jew	jew	r14	r98	pr27		301	400	pr333		50	50	pr126	sk347	15	42	pr29		251	300	pr220		125	125	pr104		3	3	pr117	sk712	31	35	0
Azrael	Azrael	1				weap									PulXis	jew	jew	jew	jew	r21	r98	pr31		66	66	pr197	sk518	33	43	pr13		500	500	pr29		301	350	pr66		19	27	pr276		150	150	pr258		60	60	0
Void	Void	1				weap									LoXis	jew	jew	jew	jew	r28	r98	pr35		100	100	pr29		301	350	pr114		40	40	pr3		101	150	pr327		16	40	pr117	sk798	15	15	pr140		250	350	0
Banshee	Banshee	1				bow									TirXis	jew	jew	jew	jew	r03	r98	pr29		101	150	pr127	sk459	1	27	pr145	sk256	256	256	pr78		50	50	pr137	sk75	400	500	pr49		16	20	pr197	sk712	5	13	0
Shockwave	Shockwave	1				bow									SolXis	jew	jew	jew	jew	r12	r98	pr29		201	250	pr197	sk263	100	31	pr114		21	25	pr108		21	25	pr8		61	70	pr10		61	70	pr28		100	100	0
Balance	Balance	1				bow									UmXis	jew	jew	jew	jew	r22	r98	pr217		-5	-5	pr243		60	60	pr241		35	35	pr8		35	35	pr222		101	150	pr223		101	150	pr29		301	350	0
Hive	Hive	1				bow									BerXis	jew	jew	jew	jew	r30	r98	pr221		100	100	pr29		251	250	pr28		251	400	pr197	sk779	30	12	pr138	sk250	6144	9216	pr305	sk64	64	64	pr57		-25	-25	0
Thammuz	Thammuz	1				xbow									NefXis	jew	jew	jew	jew	r04	r98	pr262		-15	-15	pr29		201	250	pr197	sk809	30	42	pr13		1111	1111	pr134		999	1001	pr57		50	50	pr197	sk530	30	42	0
Python	Python	1				xbow									IoXis	jew	jew	jew	jew	r16	r98	pr216		26	40	pr215		26	40	pr29		301	350	pr145	sk192	192	128	pr14		31	40	pr197	sk330	20	61	pr66		26	29	0
Cyclops	Cyclops	1				xbow									SurXis	jew	jew	jew	jew	r29	r98	pr239		500	500	pr29		251	300	pr28		601	800	pr127	sk443	6	53	pr184		131	150	pr57		75	75	pr114		33	33	0
Kingsblood2	Kingsblood2	1				knif						tkni			VexXis	jew	jew	jew	jew	r26	r98	pr191		50	50	pr29		350	350	pr27		666	666	pr190		61	80	pr104		1	4	pr73		3	3	pr66		32	42	0
Endor	Endor	1				scyh									JahXis	jew	jew	jew	jew	r31	r98	pr29		333	333	pr28		400	500	pr126	sk387	50	31	pr126	sk330	5	41	pr185		61	70	pr186		61	70	pr204	sk673	4	8	0
Myrmidon	Myrmidon	1				spea									SurXis	jew	jew	jew	jew	r29	r98	pr218		40	40	pr29		251	300	pr145	sk192	192	192	pr216		40	40	pr204	sk666	8	12	pr222		101	130	pr75		30	30	0
Demhe	Demhe	1				mace						hamm			ZodXis	jew	jew	jew	jew	r33	r98	pr480		-5	-5	pr29		301	350	pr28		501	1000	pr126	sk398	30	55	pr331		65	75	pr327		101	250	pr220		125	125	0
Pax Mystica	Pax Mystica	1				staf									NefXis	jew	jew	jew	jew	r04	r98	pr262		-15	-15	pr204	sk346	20	37	pr41		55	66	pr104		15	15	pr59		201	250									0
Hadad	Hadad	1				staf									AmnXis	jew	jew	jew	jew	r11	r98	pr212		-25	-25	pr128	sk669	5	46	pr104		8	12	pr249	sk50	50	50	pr208		50	50	pr204	sk680	21	36					0
Summanus	Summanus	1				staf									FalXis	jew	jew	jew	jew	r19	r98	pr8		200	200	pr10		100	100	pr104		8	11	pr126	sk999	5	17	pr29		301	350	pr28		750	750	pr57		50	50	0
Akhenaten	Akhenaten	1				staf									OhmXis	jew	jew	jew	jew	r27	r98	pr218		25	25	pr104		11	14	pr87		50	50	pr183		99	100	pr186		99	100	pr329		31	35	pr341		66	66	0
Prophecy	Prophecy	1				scep									IthXis	jew	jew	jew	jew	r06	r98	pr29		251	300	pr31		31	50	pr35		31	50	pr226		444	444	pr225	sk125	444	444	pr104		5	8	pr28		200	300	0
Bane	Bane	1				scep									LumXis	jew	jew	jew	jew	r17	r98	pr29		350	350	pr126	sk531	15	31	pr96		201	250	pr28		750	750	pr57		43	43	pr190		43	43	pr153	sk8	8	8	0
Judas	Judas	1				scep									UmXis	jew	jew	jew	jew	r22	r98	pr217		50	50	pr196	sk11	350	350	pr256		1	1	pr75		-100	-100	pr58		1250	1250	pr59		500	500	pr117	sk811	50	50	0
Path	Path	1				scep									BerXis	jew	jew	jew	jew	r30	r98	pr67		2	8	pr128	sk699	40	37	pr183		51	60	pr206		51	60	pr75		-50	-50	pr191		40	40	pr294		21	25	0
Aegina	Aegina	1				aspe									AmnXis	jew	jew	jew	jew	r11	r98	pr212		-25	-25	pr29		301	350	pr137	sk25	1	1500	pr204	sk571	23	41	pr65		41	50	pr246		75	75	pr126	sk702	10	41	0
Scar	Scar	1				ajav									IoXis	jew	jew	jew	jew	r16	r98	pr29		251	300	pr197	sk313	100	49	pr108		44	44	pr134		600	800	pr123	sk324	15	29	pr107		50	50	pr8		100	100	0
Dragonfly	Dragonfly	1				ajav									VexXis	jew	jew	jew	jew	r26	r98	pr29		251	300	pr204	sk693	12	21	pr66		33	33	pr114		41	50	pr57		50	50	pr134		1000	1000	pr78		50	50	0
Corsair	Corsair	1				abow									HelXis	jew	jew	jew	jew	r15	r98	pr206		-5	-5	pr204	sk635	24	42	pr29		333	333	pr58		401	500	pr59		101	150	pr57		60	60	pr216		66	66	0
IceBreaker2	IceBreaker2	1				abow									SurXis	jew	jew	jew	jew	r29	r98	pr239		400	400	pr29		301	350	pr108		1	100	pr28		1	2000	pr115		1	1	pr197	sk453	50	48	pr35		81	100	0
Shedim	Shedim	1				h2h									EldXis	jew	jew	jew	jew	r02	r98	pr96		250	250	pr29		350	350	pr174		41	100	pr138	sk250	2560	5120	pr88		75	75	pr110		41	150	pr99		250	250	0
Fiend	Fiend	1				h2h									LumXis	jew	jew	jew	jew	r17	r98	pr126	sk699	25	51	pr29		321	321	pr134		1000	1500	pr57		50	50	pr59		201	300	pr204	sk833	41	46	pr204	sk824	41	46	0
Frequency	Frequency	1				h2h									OhmXis	jew	jew	jew	jew	r27	r98	pr216		21	30	pr29		251	300	pr126	sk579	50	38	pr33		75	75	pr127	sk540	35	14	pr220		125	125	pr135		100	2000	0
Khattak	Khattak	1				nagi									RalXis	jew	jew	jew	jew	r08	r98	pr184		101	150	pr29		350	350	pr57		100	100	pr78		100	100	pr266		10	10	pr81		100	100	pr221		100	100	0
Ram	Ram	1				bswd	baxe								ThulXis	jew	jew	jew	jew	r10	r98	pr185		-5	-5	pr29		301	350	pr204	sk643	16	32	pr215		31	40	pr71		2	7	pr7		101	150	pr220		125	125	0
Essus	Essus	1				bswd	baxe								UmXis	jew	jew	jew	jew	r22	r98	pr217		-5	-5	pr29		349	349	pr28		999	999	pr204	sk688	16	23	pr91		2	6	pr14		31	40					0
Thunderbird	Thunderbird	1				bswd	baxe								ChamXis	jew	jew	jew	jew	r32	r98	pr126	sk807	50	46	pr29		251	300	pr126	sk680	15	61	pr184		91	110	pr172		33	33	pr75		-40	-40	pr33		75	75	0
Peacock	Peacock	1				dbow									ShaelXis	jew	jew	jew	jew	r13	r98	pr7		-10	-10	pr29		333	333	pr187	sk50	333	666	pr242		125	125	pr114		35	35									0
Lynx	Lynx	1				dbow									OhmXis	jew	jew	jew	jew	r27	r98	pr218		-5	-5	pr29		301	350	pr197	sk510	4	31	pr337		66	66	pr28		888	888	pr215		41	50	pr216		41	50	0
Sylvanshine	Sylvanshine	1				dbow									ZodXis	jew	jew	jew	jew	r33	r98	pr480		-5	-5	pr29		301	350	pr28		1001	1500	pr8		150	150	pr65		31	35	pr197	sk701	25	52	pr137	sk125	1333	1666	0
Ocean	Ocean	1				dstf									EthXis	jew	jew	jew	jew	r05	r98	pr128	sk702	20	61	pr121		2	6	pr185		35	65	pr62		41	60	pr59		111	111	pr190		66	100	pr198	sk474	100	62	0
Samhain	Samhain	1				dstf									SolXis	jew	jew	jew	jew	r12	r98	pr186		91	100	pr183		91	100	pr121		8	14	pr192		101	250	pr87		60	60	pr53		310	380					0
Augur	Augur	1				dstf									LemXis	jew	jew	jew	jew	r20	r98	pr191		30	30	pr204	sk569	21	46	pr204	sk570	21	46	pr121		4	14	pr219		31	40	pr59		150	150	pr141	sk640	640	640	0
Lincos	Lincos	1				dstf									SurXis	jew	jew	jew	jew	r29	r98	pr239		555	555	pr121		8	12	pr204	sk473	42	48	pr345		66	66	pr62		31	50	pr42		10	10	pr217		41	50	0
Black Cat	Black Cat	1				nscy									EldXis	jew	jew	jew	jew	r02	r98	pr96		225	225	pr13		700	700	pr29		301	350	pr59		-33	-33	pr126	sk530	20	61	pr197	sk263	60	57	pr108		31	50	0
Mantra	Mantra	1				nscy									ShaelXis	jew	jew	jew	jew	r13	r98	pr8		105	105	pr7		125	125	pr29		251	300	pr138	sk125	5120	10240	pr174		100	100	pr88		175	175	pr220		100	100	0
Chthon	Chthon	1				nscy									SurXis	jew	jew	jew	jew	r29	r98	pr239		-25	-25	pr223		150	150	pr197	sk500	30	27	pr29		301	350	pr28		500	500	pr107		66	66	pr197	sk612	30	23	0
Loa	Loa	1				nknf									EthXis	jew	jew	jew	jew	r05	r98	pr29		301	350	pr65		61	75	pr117	sk765	95	95	pr73		2	2	pr28		400	400									0
Jinx	Jinx	1				nknf									ShaelXis	jew	jew	jew	jew	r13	r98	pr29		251	300	pr8		200	200	pr191		100	100	pr127	sk346	30	16													0
Misery	Misery	1				nknf									MalXis	jew	jew	jew	jew	r23	r98	pr29		301	350	pr326		21	25	pr114		31	40	pr204	sk331	31	42	pr138	sk50	1280	2560	pr69		1	4	pr13		500	500	0
Deep Water	Deep Water	1				nstf									IthXis	jew	jew	jew	jew	r06	r98	pr69		9	14	pr78		-10	-10	pr207		101	150	pr41		101	150	pr204	sk706	25	41									0
Ladon	Ladon	1				nstf									GulXis	jew	jew	jew	jew	r25	r98	pr35		-40	-40	pr31		101	150	pr69		8	12	pr204	sk564	21	34	pr183		71	120	pr204	sk453	21	34	pr3		100	100	0
